entity_id	valid	rejected	polled	electors	UNP	SLFP	SLMC	TULF	INDI	USA	MEP	ELJP	IND 1	DPLF	USP	IND	ACTC	IND 2	USF	IND1	IND2
LK-1109200	1015	44	1059	1536	462	380	2	0	0	33	129	9	0	0	0	0	0	0	0	0	0
LK-1109205	1308	57	1365	1979	595	490	3	0	0	43	167	11	0	0	0	0	0	0	0	0	0
LK-1109210	683	30	712	1033	310	256	1	0	0	22	87	6	0	0	0	0	0	0	0	0	0
LK-1109215	710	31	741	1075	323	266	1	0	0	23	90	6	0	0	0	0	0	0	0	0	0
LK-1109220	1153	50	1203	1745	524	432	2	0	0	38	147	10	0	0	0	0	0	0	0	0	0
LK-1109225	1243	54	1297	1881	565	466	3	0	0	40	158	11	0	0	0	0	0	0	0	0	0
LK-1109230	588	26	614	890	267	220	1	0	0	19	75	5	0	0	0	0	0	0	0	0	0
LK-1109235	1145	50	1195	1733	521	429	2	0	0	37	146	10	0	0	0	0	0	0	0	0	0
LK-1109240	498	22	520	754	226	187	1	0	0	16	63	4	0	0	0	0	0	0	0	0	0
LK-1109245	531	23	554	803	241	199	1	0	0	17	68	5	0	0	0	0	0	0	0	0	0
LK-1109250	690	30	720	1043	314	258	1	0	0	22	88	6	0	0	0	0	0	0	0	0	0
LK-1109255	356	16	372	539	162	134	1	0	0	12	45	3	0	0	0	0	0	0	0	0	0
LK-1109260	454	20	474	687	207	170	1	0	0	15	58	4	0	0	0	0	0	0	0	0	0
LK-1109265	1002	44	1045	1516	456	375	2	0	0	33	128	9	0	0	0	0	0	0	0	0	0
LK-1109270	707	31	738	1070	322	265	1	0	0	23	90	6	0	0	0	0	0	0	0	0	0
LK-1109275	1066	46	1112	1613	485	399	2	0	0	35	136	9	0	0	0	0	0	0	0	0	0
LK-1109280	1251	54	1306	1894	569	469	3	0	0	41	159	11	0	0	0	0	0	0	0	0	0
LK-1109285	839	36	875	1269	381	314	2	0	0	27	107	7	0	0	0	0	0	0	0	0	0
LK-1112	48015	2891	50906	77401	23365	14014	76	0	0	1357	7463	1740	0	0	0	0	0	0	0	0	0
LK-1112005	1472	89	1560	2372	716	430	2	0	0	42	229	53	0	0	0	0	0	0	0	0	0
LK-1112010	300	18	318	483	146	87	0	0	0	8	47	11	0	0	0	0	0	0	0	0	0
LK-1112015	303	18	321	488	147	88	0	0	0	9	47	11	0	0	0	0	0	0	0	0	0
LK-1112020	388	23	411	625	189	113	1	0	0	11	60	14	0	0	0	0	0	0	0	0	0
LK-1112025	357	22	379	576	174	104	1	0	0	10	56	13	0	0	0	0	0	0	0	0	0
LK-1112030	334	20	354	538	162	97	1	0	0	9	52	12	0	0	0	0	0	0	0	0	0
LK-1112035	606	37	643	978	295	177	1	0	0	17	94	22	0	0	0	0	0	0	0	0	0
LK-1112040	610	37	647	983	297	178	1	0	0	17	95	22	0	0	0	0	0	0	0	0	0
LK-1112045	550	33	583	886	267	160	1	0	0	16	85	20	0	0	0	0	0	0	0	0	0
LK-1112050	253	15	269	409	123	74	0	0	0	7	39	9	0	0	0	0	0	0	0	0	0
LK-1112055	634	38	672	1022	309	185	1	0	0	18	99	23	0	0	0	0	0	0	0	0	0
LK-1112060	486	29	515	783	236	142	1	0	0	14	75	18	0	0	0	0	0	0	0	0	0
LK-1112065	354	21	376	571	172	103	1	0	0	10	55	13	0	0	0	0	0	0	0	0	0
LK-1112070	1353	81	1434	2181	658	395	2	0	0	38	210	49	0	0	0	0	0	0	0	0	0
LK-1112075	618	37	655	996	301	180	1	0	0	17	96	22	0	0	0	0	0	0	0	0	0
LK-1112080	954	57	1011	1537	464	278	2	0	0	27	148	35	0	0	0	0	0	0	0	0	0
LK-1112085	841	51	891	1355	409	245	1	0	0	24	131	30	0	0	0	0	0	0	0	0	0
LK-1112090	425	26	450	685	207	124	1	0	0	12	66	15	0	0	0	0	0	0	0	0	0
LK-1112095	283	17	300	456	138	83	0	0	0	8	44	10	0	0	0	0	0	0	0	0	0
LK-1112100	620	37	657	999	302	181	1	0	0	18	96	22	0	0	0	0	0	0	0	0	0
LK-1112105	283	17	300	455	137	82	0	0	0	8	44	10	0	0	0	0	0	0	0	0	0
LK-1112110	618	37	656	997	301	180	1	0	0	17	96	22	0	0	0	0	0	0	0	0	0
LK-1112115	363	22	385	586	177	106	1	0	0	10	56	13	0	0	0	0	0	0	0	0	0
LK-1112120	654	39	693	1054	318	191	1	0	0	18	102	24	0	0	0	0	0	0	0	0	0
LK-1112125	631	38	669	1018	307	184	1	0	0	18	98	23	0	0	0	0	0	0	0	0	0
LK-1112130	711	43	754	1147	346	208	1	0	0	20	111	26	0	0	0	0	0	0	0	0	0
LK-1112135	580	35	615	935	282	169	1	0	0	16	90	21	0	0	0	0	0	0	0	0	0
LK-1112140	445	27	472	718	217	130	1	0	0	13	69	16	0	0	0	0	0	0	0	0	0
LK-1112145	618	37	655	996	301	180	1	0	0	17	96	22	0	0	0	0	0	0	0	0	0
LK-1112150	637	38	675	1026	310	186	1	0	0	18	99	23	0	0	0	0	0	0	0	0	0
LK-1112155	780	47	827	1258	380	228	1	0	0	22	121	28	0	0	0	0	0	0	0	0	0
LK-1112160	411	25	435	662	200	120	1	0	0	12	64	15	0	0	0	0	0	0	0	0	0
LK-1112165	1303	78	1382	2101	634	380	2	0	0	37	203	47	0	0	0	0	0	0	0	0	0
LK-1112170	949	57	1006	1529	462	277	2	0	0	27	147	34	0	0	0	0	0	0	0	0	0
LK-1112175	559	34	593	902	272	163	1	0	0	16	87	20	0	0	0	0	0	0	0	0	0
LK-1112180	672	40	713	1084	327	196	1	0	0	19	105	24	0	0	0	0	0	0	0	0	0
LK-1112185	499	30	529	804	243	146	1	0	0	14	78	18	0	0	0	0	0	0	0	0	0
LK-1112190	852	51	904	1374	415	249	1	0	0	24	132	31	0	0	0	0	0	0	0	0	0
LK-1112195	678	41	719	1093	330	198	1	0	0	19	105	25	0	0	0	0	0	0	0	0	0
LK-1112200	776	47	823	1251	378	226	1	0	0	22	121	28	0	0	0	0	0	0	0	0	0
LK-1112205	902	54	956	1453	439	263	1	0	0	25	140	33	0	0	0	0	0	0	0	0	0
LK-1112210	602	36	638	970	293	176	1	0	0	17	94	22	0	0	0	0	0	0	0	0	0
LK-1112215	319	19	338	514	155	93	1	0	0	9	50	12	0	0	0	0	0	0	0	0	0
LK-1112220	490	30	520	790	239	143	1	0	0	14	76	18	0	0	0	0	0	0	0	0	0
LK-1112225	495	30	525	798	241	144	1	0	0	14	77	18	0	0	0	0	0	0	0	0	0
LK-1112230	995	60	1055	1604	484	290	2	0	0	28	155	36	0	0	0	0	0	0	0	0	0
LK-1112235	382	23	405	616	186	112	1	0	0	11	59	14	0	0	0	0	0	0	0	0	0
LK-1112240	725	44	769	1169	353	212	1	0	0	20	113	26	0	0	0	0	0	0	0	0	0
LK-1112245	939	57	996	1514	457	274	1	0	0	27	146	34	0	0	0	0	0	0	0	0	0
LK-1112250	662	40	701	1066	322	193	1	0	0	19	103	24	0	0	0	0	0	0	0	0	0
LK-1112255	505	30	535	814	246	147	1	0	0	14	78	18	0	0	0	0	0	0	0	0	0
LK-1112260	815	49	864	1314	397	238	1	0	0	23	127	30	0	0	0	0	0	0	0	0	0
LK-1112265	644	39	683	1038	313	188	1	0	0	18	100	23	0	0	0	0	0	0	0	0	0
LK-1112270	541	33	573	872	263	158	1	0	0	15	84	20	0	0	0	0	0	0	0	0	0
LK-1112275	759	46	805	1224	369	222	1	0	0	21	118	28	0	0	0	0	0	0	0	0	0
LK-1112280	429	26	455	692	209	125	1	0	0	12	67	16	0	0	0	0	0	0	0	0	0
LK-1112285	583	35	618	940	284	170	1	0	0	16	91	21	0	0	0	0	0	0	0	0	0
LK-1112290	803	48	852	1295	391	235	1	0	0	23	125	29	0	0	0	0	0	0	0	0	0
LK-1112295	309	19	327	497	150	90	0	0	0	9	48	11	0	0	0	0	0	0	0	0	0
LK-1112300	392	24	416	632	191	114	1	0	0	11	61	14	0	0	0	0	0	0	0	0	0
LK-1112305	644	39	682	1038	313	188	1	0	0	18	100	23	0	0	0	0	0	0	0	0	0
LK-1112310	599	36	635	966	291	175	1	0	0	17	93	22	0	0	0	0	0	0	0	0	0
LK-1112315	825	50	875	1330	401	241	1	0	0	23	128	30	0	0	0	0	0	0	0	0	0
LK-1112320	623	38	661	1004	303	182	1	0	0	18	97	23	0	0	0	0	0	0	0	0	0
LK-1112325	430	26	456	693	209	125	1	0	0	12	67	16	0	0	0	0	0	0	0	0	0
LK-1112330	372	22	394	600	181	109	1	0	0	11	58	13	0	0	0	0	0	0	0	0	0
LK-1112335	342	21	363	551	166	100	1	0	0	10	53	12	0	0	0	0	0	0	0	0	0
LK-1112340	651	39	690	1049	317	190	1	0	0	18	101	24	0	0	0	0	0	0	0	0	0
LK-1112345	575	35	610	927	280	168	1	0	0	16	89	21	0	0	0	0	0	0	0	0	0
LK-1112350	422	25	447	680	205	123	1	0	0	12	66	15	0	0	0	0	0	0	0	0	0
LK-1112355	504	30	534	812	245	147	1	0	0	14	78	18	0	0	0	0	0	0	0	0	0
LK-1112360	644	39	682	1038	313	188	1	0	0	18	100	23	0	0	0	0	0	0	0	0	0
LK-1112365	541	33	574	872	263	158	1	0	0	15	84	20	0	0	0	0	0	0	0	0	0
LK-1112370	430	26	456	693	209	126	1	0	0	12	67	16	0	0	0	0	0	0	0	0	0
LK-1112375	620	37	658	1000	302	181	1	0	0	18	96	22	0	0	0	0	0	0	0	0	0
LK-1112380	265	16	281	428	129	77	0	0	0	8	41	10	0	0	0	0	0	0	0	0	0
LK-1112385	399	24	423	643	194	116	1	0	0	11	62	14	0	0	0	0	0	0	0	0	0
LK-1112390	413	25	437	665	201	120	1	0	0	12	64	15	0	0	0	0	0	0	0	0	0
LK-1112395	193	12	204	310	94	56	0	0	0	5	30	7	0	0	0	0	0	0	0	0	0
LK-1112400	488	29	517	787	237	142	1	0	0	14	76	18	0	0	0	0	0	0	0	0	0
LK-1112405	984	59	1044	1587	479	287	2	0	0	28	153	36	0	0	0	0	0	0	0	0	0
LK-1115	34369	1729	36098	46939	16231	2858	116	0	0	362	13992	811	0	0	0	0	0	0	0	0	0
LK-1115005	513	26	539	701	242	43	2	0	0	5	209	12	0	0	0	0	0	0	0	0	0
LK-1115010	543	27	571	742	257	45	2	0	0	6	221	13	0	0	0	0	0	0	0	0	0
LK-1115015	326	16	343	445	154	27	1	0	0	3	133	8	0	0	0	0	0	0	0	0	0
LK-1115020	181	9	190	247	85	15	1	0	0	2	74	4	0	0	0	0	0	0	0	0	0
LK-1115025	618	31	650	845	292	51	2	0	0	7	252	15	0	0	0	0	0	0	0	0	0
LK-1115030	1013	51	1064	1384	479	84	3	0	0	11	413	24	0	0	0	0	0	0	0	0	0
LK-1115035	510	26	536	697	241	42	2	0	0	5	208	12	0	0	0	0	0	0	0	0	0
LK-1115040	246	12	259	336	116	20	1	0	0	3	100	6	0	0	0	0	0	0	0	0	0
LK-1115045	699	35	735	955	330	58	2	0	0	7	285	16	0	0	0	0	0	0	0	0	0
LK-1115050	705	35	740	962	333	59	2	0	0	7	287	17	0	0	0	0	0	0	0	0	0
LK-1115055	800	40	840	1093	378	67	3	0	0	8	326	19	0	0	0	0	0	0	0	0	0
LK-1115060	604	30	635	825	285	50	2	0	0	6	246	14	0	0	0	0	0	0	0	0	0
LK-1115065	493	25	517	673	233	41	2	0	0	5	201	12	0	0	0	0	0	0	0	0	0
LK-1115070	805	40	845	1099	380	67	3	0	0	8	328	19	0	0	0	0	0	0	0	0	0
LK-1115075	418	21	439	571	198	35	1	0	0	4	170	10	0	0	0	0	0	0	0	0	0
LK-1115080	325	16	341	444	153	27	1	0	0	3	132	8	0	0	0	0	0	0	0	0	0
LK-1115085	361	18	379	493	170	30	1	0	0	4	147	9	0	0	0	0	0	0	0	0	0
LK-1115090	348	18	365	475	164	29	1	0	0	4	142	8	0	0	0	0	0	0	0	0	0
LK-1115095	432	22	454	590	204	36	1	0	0	5	176	10	0	0	0	0	0	0	0	0	0
LK-1115100	744	37	782	1016	351	62	3	0	0	8	303	18	0	0	0	0	0	0	0	0	0
LK-1115105	592	30	621	808	279	49	2	0	0	6	241	14	0	0	0	0	0	0	0	0	0
LK-1115110	553	28	580	755	261	46	2	0	0	6	225	13	0	0	0	0	0	0	0	0	0
LK-1115115	395	20	415	539	186	33	1	0	0	4	161	9	0	0	0	0	0	0	0	0	0
LK-1115120	633	32	665	864	299	53	2	0	0	7	258	15	0	0	0	0	0	0	0	0	0
LK-1115125	555	28	583	758	262	46	2	0	0	6	226	13	0	0	0	0	0	0	0	0	0
LK-1115130	646	32	678	882	305	54	2	0	0	7	263	15	0	0	0	0	0	0	0	0	0
LK-1115135	521	26	547	711	246	43	2	0	0	5	212	12	0	0	0	0	0	0	0	0	0
LK-1115140	567	29	595	774	268	47	2	0	0	6	231	13	0	0	0	0	0	0	0	0	0
LK-1115145	895	45	940	1222	423	74	3	0	0	9	364	21	0	0	0	0	0	0	0	0	0
LK-1115150	1159	58	1217	1583	547	96	4	0	0	12	472	27	0	0	0	0	0	0	0	0	0
LK-1115155	395	20	415	539	186	33	1	0	0	4	161	9	0	0	0	0	0	0	0	0	0
LK-1115160	393	20	413	537	186	33	1	0	0	4	160	9	0	0	0	0	0	0	0	0	0
LK-1115165	572	29	600	781	270	48	2	0	0	6	233	13	0	0	0	0	0	0	0	0	0
LK-1115170	634	32	666	866	299	53	2	0	0	7	258	15	0	0	0	0	0	0	0	0	0
LK-1115175	438	22	460	598	207	36	1	0	0	5	178	10	0	0	0	0	0	0	0	0	0
LK-1115180	614	31	645	838	290	51	2	0	0	6	250	14	0	0	0	0	0	0	0	0	0
LK-1115185	1075	54	1129	1468	508	89	4	0	0	11	438	25	0	0	0	0	0	0	0	0	0
LK-1115190	280	14	294	383	132	23	1	0	0	3	114	7	0	0	0	0	0	0	0	0	0
LK-1115195	404	20	425	552	191	34	1	0	0	4	165	10	0	0	0	0	0	0	0	0	0
LK-1115200	451	23	473	615	213	37	2	0	0	5	183	11	0	0	0	0	0	0	0	0	0
LK-1115205	903	45	948	1233	426	75	3	0	0	10	367	21	0	0	0	0	0	0	0	0	0
LK-1115210	456	23	479	623	215	38	2	0	0	5	186	11	0	0	0	0	0	0	0	0	0
LK-1115215	508	26	533	693	240	42	2	0	0	5	207	12	0	0	0	0	0	0	0	0	0
LK-1115220	354	18	372	484	167	29	1	0	0	4	144	8	0	0	0	0	0	0	0	0	0
LK-1115225	523	26	549	714	247	43	2	0	0	6	213	12	0	0	0	0	0	0	0	0	0
LK-1115230	399	20	419	545	189	33	1	0	0	4	163	9	0	0	0	0	0	0	0	0	0
LK-1115235	446	22	469	610	211	37	2	0	0	5	182	11	0	0	0	0	0	0	0	0	0
LK-1115240	648	33	681	885	306	54	2	0	0	7	264	15	0	0	0	0	0	0	0	0	0
LK-1115245	341	17	358	465	161	28	1	0	0	4	139	8	0	0	0	0	0	0	0	0	0
LK-1115250	457	23	480	624	216	38	2	0	0	5	186	11	0	0	0	0	0	0	0	0	0
LK-1115255	491	25	516	671	232	41	2	0	0	5	200	12	0	0	0	0	0	0	0	0	0
LK-1115260	201	10	211	275	95	17	1	0	0	2	82	5	0	0	0	0	0	0	0	0	0
LK-1115265	519	26	545	708	245	43	2	0	0	5	211	12	0	0	0	0	0	0	0	0	0
LK-1115270	314	16	330	429	148	26	1	0	0	3	128	7	0	0	0	0	0	0	0	0	0
LK-1115275	561	28	589	766	265	47	2	0	0	6	228	13	0	0	0	0	0	0	0	0	0
LK-1115280	519	26	545	708	245	43	2	0	0	5	211	12	0	0	0	0	0	0	0	0	0
LK-1115285	848	43	890	1158	400	70	3	0	0	9	345	20	0	0	0	0	0	0	0	0	0
LK-1115290	262	13	275	358	124	22	1	0	0	3	107	6	0	0	0	0	0	0	0	0	0
LK-1115295	372	19	391	509	176	31	1	0	0	4	152	9	0	0	0	0	0	0	0	0	0
LK-1115300	183	9	192	250	86	15	1	0	0	2	75	4	0	0	0	0	0	0	0	0	0
LK-1115305	161	8	169	220	76	13	1	0	0	2	66	4	0	0	0	0	0	0	0	0	0
LK-1115310	214	11	225	292	101	18	1	0	0	2	87	5	0	0	0	0	0	0	0	0	0
LK-1115315	232	12	243	316	109	19	1	0	0	2	94	5	0	0	0	0	0	0	0	0	0
LK-1115320	225	11	236	307	106	19	1	0	0	2	91	5	0	0	0	0	0	0	0	0	0
LK-1115325	389	20	409	532	184	32	1	0	0	4	158	9	0	0	0	0	0	0	0	0	0
LK-1115330	517	26	543	707	244	43	2	0	0	5	211	12	0	0	0	0	0	0	0	0	0
LK-1115335	597	30	627	815	282	50	2	0	0	6	243	14	0	0	0	0	0	0	0	0	0
LK-1115340	276	14	290	377	130	23	1	0	0	3	112	7	0	0	0	0	0	0	0	0	0
LK-1118	18251	947	19199	25650	8661	2131	56	0	0	244	6690	468	0	0	0	0	0	0	0	0	0
LK-1118005	255	13	268	349	121	21	1	0	0	3	104	6	0	0	0	0	0	0	0	0	0
LK-1118010	458	23	481	626	216	38	2	0	0	5	187	11	0	0	0	0	0	0	0	0	0
LK-1118015	259	13	272	353	122	22	1	0	0	3	105	6	0	0	0	0	0	0	0	0	0
LK-1118020	540	27	567	738	255	45	2	0	0	6	220	13	0	0	0	0	0	0	0	0	0
LK-1118025	240	12	252	327	113	20	1	0	0	3	98	6	0	0	0	0	0	0	0	0	0
LK-1118030	293	15	308	400	138	24	1	0	0	3	119	7	0	0	0	0	0	0	0	0	0
LK-1118035	571	29	600	780	270	47	2	0	0	6	232	13	0	0	0	0	0	0	0	0	0
LK-1118040	324	16	341	443	153	27	1	0	0	3	132	8	0	0	0	0	0	0	0	0	0
LK-1118045	220	11	231	300	104	18	1	0	0	2	89	5	0	0	0	0	0	0	0	0	0
LK-1118050	404	20	425	552	191	34	1	0	0	4	165	10	0	0	0	0	0	0	0	0	0
LK-1118055	567	29	596	775	268	47	2	0	0	6	231	13	0	0	0	0	0	0	0	0	0
LK-1118060	214	11	224	292	101	18	1	0	0	2	87	5	0	0	0	0	0	0	0	0	0
LK-1118065	434	22	456	593	205	36	1	0	0	5	177	10	0	0	0	0	0	0	0	0	0
LK-1118070	402	20	422	549	190	33	1	0	0	4	164	9	0	0	0	0	0	0	0	0	0
LK-1118075	843	42	885	1151	398	70	3	0	0	9	343	20	0	0	0	0	0	0	0	0	0
LK-1118080	722	36	758	986	341	60	2	0	0	8	294	17	0	0	0	0	0	0	0	0	0
LK-1118085	377	19	396	514	178	31	1	0	0	4	153	9	0	0	0	0	0	0	0	0	0
LK-1118090	888	45	932	1212	419	74	3	0	0	9	361	21	0	0	0	0	0	0	0	0	0
LK-1118095	459	23	482	627	217	38	2	0	0	5	187	11	0	0	0	0	0	0	0	0	0
LK-1118100	655	33	688	894	309	54	2	0	0	7	267	15	0	0	0	0	0	0	0	0	0
LK-1118105	349	18	367	477	165	29	1	0	0	4	142	8	0	0	0	0	0	0	0	0	0
LK-1118110	651	33	684	890	308	54	2	0	0	7	265	15	0	0	0	0	0	0	0	0	0
LK-1118115	548	28	575	748	259	46	2	0	0	6	223	13	0	0	0	0	0	0	0	0	0
LK-1118120	481	24	505	657	227	40	2	0	0	5	196	11	0	0	0	0	0	0	0	0	0
LK-1118125	707	36	742	965	334	59	2	0	0	7	288	17	0	0	0	0	0	0	0	0	0
LK-1118130	216	13	229	348	105	63	0	0	0	6	34	8	0	0	0	0	0	0	0	0	0
LK-1118135	401	20	422	548	190	33	1	0	0	4	163	9	0	0	0	0	0	0	0	0	0
LK-1118140	237	14	251	382	115	69	0	0	0	7	37	9	0	0	0	0	0	0	0	0	0
LK-1118145	296	18	314	478	144	87	0	0	0	8	46	11	0	0	0	0	0	0	0	0	0
LK-1118150	198	12	210	320	97	58	0	0	0	6	31	7	0	0	0	0	0	0	0	0	0
LK-1118155	275	17	291	443	134	80	0	0	0	8	43	10	0	0	0	0	0	0	0	0	0
LK-1118160	416	25	441	670	202	121	1	0	0	12	65	15	0	0	0	0	0	0	0	0	0
LK-1118165	302	18	321	487	147	88	0	0	0	9	47	11	0	0	0	0	0	0	0	0	0
LK-1118170	384	23	407	618	187	112	1	0	0	11	60	14	0	0	0	0	0	0	0	0	0
LK-1118175	259	16	275	418	126	76	0	0	0	7	40	9	0	0	0	0	0	0	0	0	0
LK-1118180	356	21	377	574	173	104	1	0	0	10	55	13	0	0	0	0	0	0	0	0	0
LK-1118185	227	11	239	311	107	19	1	0	0	2	93	5	0	0	0	0	0	0	0	0	0
LK-1118190	413	21	434	564	195	34	1	0	0	4	168	10	0	0	0	0	0	0	0	0	0
LK-1118195	530	27	557	724	250	44	2	0	0	6	216	13	0	0	0	0	0	0	0	0	0
LK-1118200	281	14	296	384	133	23	1	0	0	3	115	7	0	0	0	0	0	0	0	0	0
LK-1118205	231	12	242	315	109	19	1	0	0	2	94	5	0	0	0	0	0	0	0	0	0
LK-1118210	188	9	197	256	89	16	1	0	0	2	76	4	0	0	0	0	0	0	0	0	0
LK-1118215	426	21	448	582	201	35	1	0	0	4	174	10	0	0	0	0	0	0	0	0	0
LK-1118220	277	14	291	378	131	23	1	0	0	3	113	7	0	0	0	0	0	0	0	0	0
LK-1118225	231	12	243	316	109	19	1	0	0	2	94	5	0	0	0	0	0	0	0	0	0
LK-1118230	246	12	258	335	116	20	1	0	0	3	100	6	0	0	0	0	0	0	0	0	0
LK-1121	54783	2138	56921	81774	22042	11002	158	0	0	1758	19152	671	0	0	0	0	0	0	0	0	0
LK-1121005	1685	66	1751	2516	678	338	5	0	0	54	589	21	0	0	0	0	0	0	0	0	0
LK-1121010	1735	68	1803	2590	698	349	5	0	0	56	607	21	0	0	0	0	0	0	0	0	0
LK-1121015	1741	68	1809	2599	701	350	5	0	0	56	609	21	0	0	0	0	0	0	0	0	0
LK-1121020	1532	60	1592	2286	616	308	4	0	0	49	535	19	0	0	0	0	0	0	0	0	0
LK-1121025	1734	68	1802	2588	698	348	5	0	0	56	606	21	0	0	0	0	0	0	0	0	0
LK-1121030	1382	54	1436	2063	556	278	4	0	0	44	483	17	0	0	0	0	0	0	0	0	0
LK-1121035	1571	61	1632	2345	632	315	5	0	0	50	549	19	0	0	0	0	0	0	0	0	0
LK-1121040	1247	49	1296	1861	502	250	4	0	0	40	436	15	0	0	0	0	0	0	0	0	0
LK-1121045	351	14	365	524	141	71	1	0	0	11	123	4	0	0	0	0	0	0	0	0	0
LK-1121050	752	29	782	1123	303	151	2	0	0	24	263	9	0	0	0	0	0	0	0	0	0
LK-1121055	1211	47	1258	1808	487	243	3	0	0	39	423	15	0	0	0	0	0	0	0	0	0
LK-1121060	688	27	715	1027	277	138	2	0	0	22	240	8	0	0	0	0	0	0	0	0	0
LK-1121065	2133	83	2216	3184	858	428	6	0	0	68	746	26	0	0	0	0	0	0	0	0	0
LK-1121070	980	38	1018	1463	394	197	3	0	0	31	343	12	0	0	0	0	0	0	0	0	0
LK-1121075	1267	49	1317	1891	510	254	4	0	0	41	443	16	0	0	0	0	0	0	0	0	0
LK-1121080	1976	77	2053	2950	795	397	6	0	0	63	691	24	0	0	0	0	0	0	0	0	0
LK-1121085	1628	64	1692	2430	655	327	5	0	0	52	569	20	0	0	0	0	0	0	0	0	0
LK-1121090	1760	69	1828	2627	708	353	5	0	0	56	615	22	0	0	0	0	0	0	0	0	0
LK-1121095	1333	52	1385	1990	536	268	4	0	0	43	466	16	0	0	0	0	0	0	0	0	0
LK-1121100	1826	71	1897	2725	735	367	5	0	0	59	638	22	0	0	0	0	0	0	0	0	0
LK-1121105	1031	40	1071	1538	415	207	3	0	0	33	360	13	0	0	0	0	0	0	0	0	0
LK-1121110	687	27	714	1026	277	138	2	0	0	22	240	8	0	0	0	0	0	0	0	0	0
LK-1121115	1460	57	1516	2179	587	293	4	0	0	47	510	18	0	0	0	0	0	0	0	0	0
LK-1121120	1132	44	1177	1690	456	227	3	0	0	36	396	14	0	0	0	0	0	0	0	0	0
LK-1121125	771	30	802	1152	310	155	2	0	0	25	270	9	0	0	0	0	0	0	0	0	0
LK-1121130	1997	78	2075	2980	803	401	6	0	0	64	698	24	0	0	0	0	0	0	0	0	0
LK-1121135	751	29	780	1121	302	151	2	0	0	24	262	9	0	0	0	0	0	0	0	0	0
LK-1121140	1017	40	1057	1519	409	204	3	0	0	33	356	12	0	0	0	0	0	0	0	0	0
LK-1121145	964	38	1002	1440	388	194	3	0	0	31	337	12	0	0	0	0	0	0	0	0	0
LK-1121150	445	17	463	664	179	89	1	0	0	14	156	5	0	0	0	0	0	0	0	0	0
LK-1121155	1533	60	1593	2288	617	308	4	0	0	49	536	19	0	0	0	0	0	0	0	0	0
LK-1121160	629	25	653	939	253	126	2	0	0	20	220	8	0	0	0	0	0	0	0	0	0
LK-1121165	1521	59	1580	2270	612	305	4	0	0	49	532	19	0	0	0	0	0	0	0	0	0
LK-1121170	1449	57	1505	2162	583	291	4	0	0	46	506	18	0	0	0	0	0	0	0	0	0
LK-1121175	2044	80	2124	3051	822	410	6	0	0	66	715	25	0	0	0	0	0	0	0	0	0
LK-1121180	1142	45	1186	1704	459	229	3	0	0	37	399	14	0	0	0	0	0	0	0	0	0
LK-1121185	2157	84	2241	3220	868	433	6	0	0	69	754	26	0	0	0	0	0	0	0	0	0
LK-1121190	1367	53	1420	2040	550	275	4	0	0	44	478	17	0	0	0	0	0	0	0	0	0
LK-1121195	1025	40	1065	1530	412	206	3	0	0	33	358	13	0	0	0	0	0	0	0	0	0
LK-1121200	2061	80	2142	3077	829	414	6	0	0	66	721	25	0	0	0	0	0	0	0	0	0
LK-1121205	1068	42	1109	1594	430	214	3	0	0	34	373	13	0	0	0	0	0	0	0	0	0
LK-1124	42861	1507	44368	65984	20113	17007	284	0	0	2041	3030	386	0	0	0	0	0	0	0	0	0
LK-1124005	4753	167	4920	7317	2230	1886	31	0	0	226	336	43	0	0	0	0	0	0	0	0	0
LK-1124010	2783	98	2880	4284	1306	1104	18	0	0	133	197	25	0	0	0	0	0	0	0	0	0
LK-1124015	2681	94	2776	4128	1258	1064	18	0	0	128	190	24	0	0	0	0	0	0	0	0	0
LK-1124020	1427	50	1477	2196	669	566	9	0	0	68	101	13	0	0	0	0	0	0	0	0	0
LK-1124025	1904	67	1971	2931	893	755	13	0	0	91	135	17	0	0	0	0	0	0	0	0	0
LK-1124030	1613	57	1669	2483	757	640	11	0	0	77	114	15	0	0	0	0	0	0	0	0	0
LK-1124035	2267	80	2347	3491	1064	900	15	0	0	108	160	20	0	0	0	0	0	0	0	0	0
LK-1124040	1339	47	1386	2062	628	531	9	0	0	64	95	12	0	0	0	0	0	0	0	0	0
LK-1124045	2356	83	2438	3626	1105	935	16	0	0	112	167	21	0	0	0	0	0	0	0	0	0
LK-1124050	1583	56	1638	2437	743	628	10	0	0	75	112	14	0	0	0	0	0	0	0	0	0
LK-1124055	1444	51	1495	2223	677	573	10	0	0	69	102	13	0	0	0	0	0	0	0	0	0
LK-1124060	2106	74	2180	3242	988	836	14	0	0	100	149	19	0	0	0	0	0	0	0	0	0
LK-1124065	2174	76	2251	3347	1020	863	14	0	0	104	154	20	0	0	0	0	0	0	0	0	0
LK-1124070	2236	79	2314	3442	1049	887	15	0	0	106	158	20	0	0	0	0	0	0	0	0	0
LK-1124075	2164	76	2240	3331	1015	859	14	0	0	103	153	19	0	0	0	0	0	0	0	0	0
LK-1124080	1337	47	1384	2058	627	530	9	0	0	64	95	12	0	0	0	0	0	0	0	0	0
LK-1124085	2362	83	2445	3636	1108	937	16	0	0	112	167	21	0	0	0	0	0	0	0	0	0
LK-1124090	2126	75	2201	3273	998	844	14	0	0	101	150	19	0	0	0	0	0	0	0	0	0
