entity_id	valid	rejected	polled	electors	UNP	SLFP	SLMP
LK-1224435	568	7	575	781	237	314	17
LK-1224440	724	8	732	995	302	400	21
LK-1224445	545	6	552	750	228	301	16
LK-1224450	550	6	556	756	230	304	16
LK-1224455	703	8	712	967	294	389	21
LK-1224460	310	4	313	426	129	171	9
LK-1224465	506	6	512	696	211	280	15
LK-1224470	638	7	645	877	266	353	19
LK-1224475	825	10	834	1134	344	456	24
LK-1224480	703	8	711	967	294	389	21
LK-1224485	748	9	757	1029	313	414	22
LK-1224490	928	11	939	1276	388	513	27
LK-1224495	592	7	599	814	247	327	18
LK-1224500	505	6	511	695	211	279	15
LK-1224505	801	9	810	1102	335	443	24
LK-1227	59475	735	60210	79172	22242	35758	1475
LK-1227005	454	6	460	605	170	273	11
LK-1227010	545	7	552	726	204	328	14
LK-1227015	518	6	524	690	194	311	13
LK-1227020	511	6	517	680	191	307	13
LK-1227025	183	2	185	243	68	110	5
LK-1227030	453	6	459	603	169	272	11
LK-1227035	237	3	240	316	89	143	6
LK-1227040	251	3	254	334	94	151	6
LK-1227045	260	3	263	346	97	156	6
LK-1227050	377	5	382	502	141	227	9
LK-1227055	304	4	308	405	114	183	8
LK-1227060	340	4	344	453	127	205	8
LK-1227065	348	4	352	463	130	209	9
LK-1227070	275	3	278	366	103	165	7
LK-1227075	361	4	365	481	135	217	9
LK-1227080	799	10	808	1063	299	480	20
LK-1227085	287	4	291	383	108	173	7
LK-1227090	353	4	357	470	132	212	9
LK-1227095	304	4	308	405	114	183	8
LK-1227100	273	3	277	364	102	164	7
LK-1227105	244	3	247	325	91	147	6
LK-1227110	255	3	258	340	95	153	6
LK-1227115	461	6	467	614	173	277	11
LK-1227120	773	10	782	1029	289	465	19
LK-1227125	459	6	465	612	172	276	11
LK-1227130	383	5	388	510	143	230	10
LK-1227135	458	6	463	609	171	275	11
LK-1227140	449	6	455	598	168	270	11
LK-1227145	500	6	506	665	187	300	12
LK-1227150	265	3	269	353	99	160	7
LK-1227155	327	4	331	435	122	196	8
LK-1227160	340	4	344	453	127	205	8
LK-1227165	202	3	205	269	76	122	5
LK-1227170	216	3	219	288	81	130	5
LK-1227175	372	5	377	496	139	224	9
LK-1227180	496	6	503	661	186	299	12
LK-1227185	235	3	237	312	88	141	6
LK-1227190	420	5	425	559	157	253	10
LK-1227195	135	2	137	180	51	81	3
LK-1227200	505	6	512	673	189	304	13
LK-1227205	478	6	484	636	179	287	12
LK-1227210	728	9	737	969	272	438	18
LK-1227215	610	8	617	812	228	367	15
LK-1227220	348	4	352	463	130	209	9
LK-1227225	383	5	388	510	143	230	9
LK-1227230	129	2	130	171	48	77	3
LK-1227235	448	6	453	596	167	269	11
LK-1227240	729	9	738	970	273	438	18
LK-1227245	533	7	539	709	199	320	13
LK-1227250	363	4	367	483	136	218	9
LK-1227255	758	9	767	1009	283	456	19
LK-1227260	721	9	730	960	270	434	18
LK-1227265	269	3	273	358	101	162	7
LK-1227270	346	4	350	460	129	208	9
LK-1227275	391	5	396	521	146	235	10
LK-1227280	339	4	343	451	127	204	8
LK-1227285	340	4	344	453	127	205	8
LK-1227290	372	5	376	495	139	223	9
LK-1227295	239	3	242	319	90	144	6
LK-1227300	430	5	435	572	161	258	11
LK-1227305	508	6	515	677	190	306	13
LK-1227310	277	3	280	369	104	166	7
LK-1227315	728	9	737	970	272	438	18
LK-1227320	313	4	317	416	117	188	8
LK-1227325	280	3	284	373	105	168	7
LK-1227330	337	4	341	449	126	203	8
LK-1227335	511	6	517	680	191	307	13
LK-1227340	814	10	824	1083	304	489	20
LK-1227345	2117	26	2143	2818	792	1273	52
LK-1227350	444	5	450	591	166	267	11
LK-1227355	563	7	570	750	211	339	14
LK-1227360	314	4	318	418	117	189	8
LK-1227365	306	4	310	407	114	184	8
LK-1227370	412	5	417	549	154	248	10
LK-1227375	724	9	733	964	271	436	18
LK-1227380	732	9	741	974	274	440	18
LK-1227385	721	9	730	960	270	434	18
LK-1227390	457	6	463	608	171	275	11
LK-1227395	163	2	165	216	61	98	4
LK-1227400	218	3	220	290	81	131	5
LK-1227405	363	4	368	484	136	218	9
LK-1227410	203	3	205	270	76	122	5
LK-1227415	436	5	441	580	163	262	11
LK-1227420	179	2	181	239	67	108	4
LK-1227425	294	4	298	392	110	177	7
LK-1227430	239	3	242	318	89	144	6
LK-1227435	155	2	157	206	58	93	4
LK-1227440	299	4	302	398	112	180	7
LK-1227445	282	3	286	376	106	170	7
LK-1227450	293	4	296	390	109	176	7
LK-1227455	185	2	187	246	69	111	5
LK-1227460	212	3	215	282	79	127	5
LK-1227465	306	4	310	408	115	184	8
LK-1227470	828	10	838	1102	310	498	21
LK-1227475	245	3	248	327	92	148	6
LK-1227480	469	6	474	624	175	282	12
LK-1227485	280	3	283	372	105	168	7
LK-1227490	91	1	93	122	34	55	2
LK-1227495	579	7	586	771	217	348	14
LK-1227500	949	12	961	1263	355	571	24
LK-1227505	487	6	493	649	182	293	12
LK-1227510	171	2	173	228	64	103	4
LK-1227515	329	4	333	437	123	198	8
LK-1227520	192	2	194	255	72	115	5
LK-1227525	469	6	475	625	176	282	12
LK-1227530	299	4	303	398	112	180	7
LK-1227535	496	6	503	661	186	299	12
LK-1227540	397	5	402	528	148	239	10
LK-1227545	286	4	289	381	107	172	7
LK-1227550	190	2	193	254	71	115	5
LK-1227555	419	5	424	558	157	252	10
LK-1227560	262	3	265	348	98	157	6
LK-1227565	325	4	329	433	122	195	8
LK-1227570	297	4	300	395	111	178	7
LK-1227575	234	3	237	311	87	141	6
LK-1227580	268	3	272	357	100	161	7
LK-1227585	233	3	236	310	87	140	6
LK-1227590	340	4	345	453	127	205	8
LK-1227595	520	6	527	693	195	313	13
LK-1227600	224	3	227	298	84	135	6
LK-1227605	393	5	398	524	147	237	10
LK-1227610	432	5	437	575	162	260	11
LK-1227615	278	3	282	370	104	167	7
LK-1227620	295	4	299	393	110	177	7
LK-1227625	541	7	547	720	202	325	13
LK-1227630	474	6	480	631	177	285	12
LK-1227635	533	7	539	709	199	320	13
LK-1227640	570	7	577	759	213	343	14
LK-1227645	186	2	188	247	69	112	5
LK-1227650	264	3	267	351	99	159	7
LK-1227655	483	6	489	642	180	290	12
LK-1227660	383	5	387	509	143	230	9
LK-1227665	401	5	406	534	150	241	10
LK-1227670	385	5	390	512	144	231	10
LK-1227675	304	4	308	405	114	183	8
LK-1227680	180	2	182	240	67	108	4
LK-1227685	304	4	308	405	114	183	8
LK-1227690	451	6	456	600	169	271	11
LK-1227695	306	4	310	407	114	184	8
LK-1227700	416	5	421	554	156	250	10
LK-1227705	425	5	430	566	159	255	11
LK-1227710	473	6	479	630	177	284	12
LK-1227715	234	3	237	311	87	141	6
LK-1227720	141	2	143	188	53	85	3
LK-1227725	441	5	447	587	165	265	11
LK-1227730	320	4	324	425	120	192	8
LK-1227735	327	4	331	435	122	196	8
LK-1227740	368	5	373	490	138	221	9
LK-1227745	236	3	239	314	88	142	6
LK-1227750	333	4	337	443	124	200	8
LK-1227755	450	6	456	599	168	271	11
LK-1230	57960	511	58471	72945	26155	30829	976
LK-1230005	552	5	557	694	249	293	9
LK-1230010	525	5	529	660	237	279	9
LK-1230015	525	5	530	661	237	279	9
LK-1230020	292	3	295	368	132	155	5
LK-1230025	298	3	301	376	135	159	5
LK-1230030	406	4	410	511	183	216	7
LK-1230035	201	2	202	252	91	107	3
LK-1230040	284	3	287	358	128	151	5
LK-1230045	363	3	366	457	164	193	6
LK-1230050	538	5	543	677	243	286	9
LK-1230055	473	4	478	596	214	252	8
LK-1230060	446	4	450	562	201	237	8
LK-1230065	262	2	264	329	118	139	4
LK-1230070	494	4	499	622	223	263	8
LK-1230075	546	5	551	687	246	290	9
LK-1230080	507	4	511	638	229	269	9
LK-1230085	300	3	303	378	135	160	5
LK-1230090	463	4	467	583	209	246	8
LK-1230095	237	2	239	298	107	126	4
LK-1230100	720	6	726	906	325	383	12
LK-1230105	421	4	425	530	190	224	7
LK-1230110	508	4	513	640	229	270	9
LK-1230115	413	4	417	520	186	220	7
LK-1230120	318	3	321	401	144	169	5
LK-1230125	382	3	385	481	172	203	6
LK-1230130	1030	9	1039	1296	465	548	17
LK-1230135	670	6	676	843	302	356	11
LK-1230140	583	5	588	733	263	310	10
LK-1230145	403	4	407	508	182	215	7
LK-1230150	252	2	254	317	114	134	4
LK-1230155	447	4	451	562	202	238	8
LK-1230160	279	2	282	351	126	149	5
LK-1230165	294	3	297	370	133	156	5
LK-1230170	204	2	206	257	92	108	3
LK-1230175	275	2	277	346	124	146	5
LK-1230180	283	2	286	357	128	151	5
LK-1230185	374	3	377	471	169	199	6
LK-1230190	441	4	445	555	199	234	7
LK-1230195	478	4	482	601	216	254	8
LK-1230200	213	2	215	268	96	113	4
LK-1230205	435	4	439	547	196	231	7
LK-1230210	243	2	246	306	110	130	4
LK-1230215	198	2	199	249	89	105	3
LK-1230220	333	3	336	419	150	177	6
LK-1230225	549	5	554	691	248	292	9
LK-1230230	517	5	522	651	233	275	9
LK-1230235	402	4	405	506	181	214	7
LK-1230240	359	3	362	452	162	191	6
LK-1230245	284	3	286	357	128	151	5
LK-1230250	360	3	363	453	162	191	6
LK-1230255	467	4	471	588	211	248	8
LK-1230260	577	5	582	726	260	307	10
LK-1230265	443	4	447	557	200	236	7
LK-1230270	449	4	453	565	203	239	8
LK-1230275	328	3	331	413	148	175	6
LK-1230280	289	3	292	364	130	154	5
LK-1230285	645	6	651	812	291	343	11
LK-1230290	409	4	413	515	185	218	7
LK-1230295	245	2	247	308	111	130	4
LK-1230300	260	2	262	327	117	138	4
LK-1230305	315	3	318	396	142	168	5
LK-1230310	235	2	237	296	106	125	4
LK-1230315	326	3	329	410	147	173	5
LK-1230320	634	6	640	798	286	337	11
LK-1230325	287	3	289	361	129	153	5
LK-1230330	661	6	667	832	298	352	11
LK-1230335	464	4	468	584	209	247	8
LK-1230340	470	4	474	591	212	250	8
LK-1230345	235	2	237	296	106	125	4
LK-1230350	317	3	320	399	143	169	5
LK-1230355	349	3	352	439	157	186	6
LK-1230360	606	5	611	763	273	322	10
LK-1230365	490	4	494	616	221	260	8
LK-1230370	390	3	394	491	176	208	7
LK-1230375	450	4	454	567	203	240	8
LK-1230380	216	2	218	272	98	115	4
LK-1230385	562	5	567	707	254	299	9
LK-1230390	619	5	624	779	279	329	10
LK-1230395	400	4	404	503	181	213	7
LK-1230400	773	7	779	972	349	411	13
LK-1230405	203	2	205	255	92	108	3
LK-1230410	627	6	632	789	283	333	11
LK-1230415	235	2	237	296	106	125	4
LK-1230420	293	3	296	369	132	156	5
LK-1230425	214	2	216	270	97	114	4
LK-1230430	281	2	283	353	127	149	5
LK-1230435	400	4	404	503	181	213	7
LK-1230440	395	3	399	497	178	210	7
LK-1230445	482	4	486	606	217	256	8
LK-1230450	590	5	595	742	266	314	10
LK-1230455	536	5	541	675	242	285	9
LK-1230460	344	3	347	433	155	183	6
LK-1230465	422	4	426	531	190	224	7
LK-1230470	292	3	295	368	132	155	5
LK-1230475	432	4	435	543	195	230	7
LK-1230480	374	3	377	470	169	199	6
LK-1230485	438	4	442	551	198	233	7
LK-1230490	493	4	497	620	222	262	8
LK-1230495	596	5	601	750	269	317	10
LK-1230500	372	3	375	468	168	198	6
LK-1230505	1162	10	1172	1463	524	618	20
LK-1230510	667	6	673	839	301	355	11
LK-1230515	317	3	320	399	143	169	5
LK-1230520	607	5	612	764	274	323	10
LK-1230525	700	6	707	881	316	373	12
LK-1230530	1264	11	1275	1591	570	672	21
LK-1230535	353	3	357	445	159	188	6
LK-1230540	259	2	262	326	117	138	4
LK-1230545	379	3	382	476	171	201	6
LK-1230550	396	3	399	498	178	210	7
LK-1230555	302	3	304	380	136	161	5
LK-1230560	421	4	424	530	190	224	7
LK-1230565	370	3	374	466	167	197	6
LK-1230570	320	3	322	402	144	170	5
LK-1230575	366	3	369	461	165	195	6
LK-1230580	517	5	522	651	234	275	9
LK-1230585	333	3	336	419	150	177	6
LK-1230590	610	5	616	768	275	325	10
LK-1230595	382	3	386	481	173	203	6
LK-1230600	389	3	392	489	175	207	7
LK-1230605	597	5	603	752	270	318	10
LK-1230610	609	5	614	766	275	324	10
LK-1230615	434	4	437	546	196	231	7
LK-1230620	911	8	919	1147	411	485	15
LK-1230625	387	3	390	487	175	206	7
LK-1230630	464	4	468	584	209	247	8
LK-1230635	311	3	314	392	140	166	5
LK-1230640	346	3	349	435	156	184	6
LK-1230645	372	3	375	468	168	198	6
LK-1230650	513	5	517	645	231	273	9
LK-1230655	552	5	557	695	249	294	9
LK-1230660	427	4	431	538	193	227	7
LK-1230665	613	5	619	772	277	326	10
LK-1233	58736	735	59471	79936	26024	30305	2407
LK-1233005	490	6	497	667	217	253	20
LK-1233010	404	5	409	550	179	209	17
LK-1233015	520	7	527	708	231	269	21
LK-1233020	428	5	433	582	189	221	18
LK-1233025	414	5	419	564	183	214	17
LK-1233030	458	6	464	624	203	236	19
LK-1233035	194	2	196	264	86	100	8
LK-1233040	329	4	333	448	146	170	13
LK-1233045	471	6	477	641	209	243	19
LK-1233050	241	3	244	329	107	125	10
LK-1233055	442	6	448	602	196	228	18
LK-1233060	383	5	388	522	170	198	16
LK-1233065	231	3	234	314	102	119	9
LK-1233070	320	4	324	436	142	165	13
LK-1233075	412	5	418	561	183	213	17
LK-1233080	286	4	289	389	127	147	12
LK-1233085	113	1	114	153	50	58	5
LK-1233090	551	7	558	749	244	284	23
LK-1233095	505	6	511	687	224	261	21
LK-1233100	265	3	268	360	117	137	11
LK-1233105	239	3	242	325	106	123	10
LK-1233110	157	2	159	214	70	81	6
LK-1233115	138	2	139	187	61	71	6
LK-1233120	303	4	307	412	134	156	12
LK-1233125	348	4	352	474	154	180	14
LK-1233130	278	3	281	378	123	143	11
LK-1233135	509	6	515	692	225	262	21
LK-1233140	870	11	881	1184	386	449	36
LK-1233145	334	4	338	454	148	172	14
LK-1233150	341	4	346	465	151	176	14
LK-1233155	626	8	634	852	277	323	26
LK-1233160	413	5	418	562	183	213	17
LK-1233165	405	5	410	551	179	209	17
LK-1233170	379	5	384	516	168	196	16
LK-1233175	431	5	437	587	191	223	18
LK-1233180	561	7	568	764	249	290	23
LK-1233185	507	6	513	690	225	262	21
LK-1233190	373	5	378	507	165	192	15
LK-1233195	786	10	795	1069	348	405	32
LK-1233200	776	10	786	1056	344	401	32
LK-1233205	566	7	573	770	251	292	23
LK-1233210	1154	14	1168	1570	511	595	47
LK-1233215	519	6	525	706	230	268	21
LK-1233220	482	6	488	656	214	249	20
LK-1233225	725	9	734	986	321	374	30
LK-1233230	737	9	746	1003	326	380	30
LK-1233235	617	8	624	839	273	318	25
LK-1233240	636	8	644	866	282	328	26
LK-1233245	1450	18	1468	1974	643	748	59
LK-1233250	1486	19	1505	2023	659	767	61
LK-1233255	968	12	980	1318	429	500	40
LK-1233260	1072	13	1086	1460	475	553	44
LK-1233265	2017	25	2042	2745	894	1041	83
LK-1233270	723	9	732	984	320	373	30
LK-1233275	631	8	639	859	280	326	26
LK-1233280	647	8	655	881	287	334	27
LK-1233285	1405	18	1423	1912	622	725	58
LK-1233290	1080	14	1093	1470	478	557	44
LK-1233295	862	11	872	1173	382	445	35
LK-1233300	1215	15	1230	1653	538	627	50
LK-1233305	602	8	610	819	267	311	25
LK-1233310	501	6	507	682	222	258	21
LK-1233315	794	10	804	1081	352	410	33
LK-1233320	552	7	559	752	245	285	23
LK-1233325	999	13	1012	1360	443	516	41
LK-1233330	1063	13	1077	1447	471	549	44
LK-1233335	779	10	788	1059	345	402	32
LK-1233340	785	10	795	1068	348	405	32
LK-1233345	568	7	575	773	252	293	23
LK-1233350	628	8	636	854	278	324	26
LK-1233355	1230	15	1245	1674	545	635	50
LK-1233360	846	11	857	1152	375	437	35
LK-1233365	611	8	618	831	271	315	25
LK-1233370	528	7	535	719	234	273	22
LK-1233375	611	8	619	832	271	315	25
LK-1233380	1006	13	1019	1369	446	519	41
LK-1233385	597	7	604	813	265	308	24
LK-1233390	611	8	619	832	271	315	25
LK-1233395	629	8	637	856	279	324	26
LK-1233400	740	9	749	1007	328	382	30
LK-1233405	423	5	429	576	188	218	17
LK-1233410	712	9	720	968	315	367	29
LK-1233415	1092	14	1106	1487	484	564	45
LK-1233420	473	6	479	643	209	244	19
LK-1233425	884	11	895	1203	392	456	36
LK-1233430	708	9	717	963	314	365	29
LK-1233435	805	10	815	1095	357	415	33
LK-1233440	827	10	837	1125	366	427	34
LK-1233445	668	8	676	909	296	345	27
LK-1233450	784	10	794	1068	348	405	32
LK-1233455	493	6	499	671	219	255	20
LK-1233460	963	12	975	1311	427	497	39
LK-1236	46972	690	47662	65961	21395	22877	2700
LK-1236005	2273	33	2306	3192	1035	1107	131
LK-1236010	1022	15	1037	1435	465	498	59
LK-1236015	1970	29	1999	2767	897	960	113
LK-1236020	1595	23	1619	2240	727	777	92
LK-1236025	1129	17	1146	1586	514	550	65
LK-1236030	1278	19	1297	1795	582	622	73
LK-1236035	555	8	564	780	253	271	32
LK-1236040	1237	18	1256	1738	564	603	71
LK-1236045	899	13	912	1263	410	438	52
LK-1236050	1975	29	2004	2773	899	962	114
LK-1236055	1199	18	1217	1684	546	584	69
LK-1236060	1339	20	1359	1881	610	652	77
LK-1236065	1168	17	1185	1640	532	569	67
LK-1236070	1201	18	1219	1687	547	585	69
LK-1236075	1246	18	1264	1750	568	607	72
LK-1236080	1343	20	1362	1886	612	654	77
LK-1236085	1379	20	1400	1937	628	672	79
LK-1236090	1088	16	1104	1528	496	530	63
LK-1236095	1015	15	1030	1425	462	494	58
LK-1236100	663	10	673	931	302	323	38
LK-1236105	1286	19	1305	1806	586	626	74
LK-1236110	1321	19	1340	1855	602	643	76
LK-1236115	1731	25	1757	2431	789	843	100
LK-1236120	1758	26	1784	2469	801	856	101
LK-1236125	1261	19	1280	1771	575	614	73
LK-1236130	1378	20	1399	1936	628	671	79
LK-1236135	700	10	710	983	319	341	40
LK-1236140	1337	20	1356	1877	609	651	77
LK-1236145	1560	23	1583	2191	711	760	90
LK-1236150	1046	15	1062	1469	477	510	60
LK-1236155	925	14	938	1299	421	450	53
LK-1236160	1105	16	1121	1551	503	538	63
LK-1236165	1420	21	1441	1994	647	691	82
LK-1236170	708	10	718	994	322	345	41
LK-1236175	1400	21	1421	1966	638	682	80
LK-1236180	1490	22	1512	2092	679	726	86
LK-1236185	969	14	984	1361	441	472	56
LK-1239	49081	685	49766	66166	23930	23633	1518
LK-1239005	725	10	736	978	354	349	22
LK-1239010	896	13	909	1208	437	432	28
LK-1239015	1316	18	1334	1774	642	634	41
LK-1239020	1508	21	1529	2033	735	726	47
LK-1239025	733	10	743	988	357	353	23
LK-1239030	705	10	715	950	344	339	22
LK-1239035	691	10	701	932	337	333	21
LK-1239040	662	9	671	892	323	319	20
LK-1239045	462	6	468	622	225	222	14
LK-1239050	744	10	755	1003	363	358	23
LK-1239055	607	8	616	819	296	292	19
LK-1239060	1043	15	1058	1406	509	502	32
LK-1239065	721	10	731	972	351	347	22
LK-1239070	1427	20	1447	1924	696	687	44
LK-1239075	1451	20	1471	1956	707	699	45
LK-1239080	1277	18	1295	1722	623	615	40
LK-1239085	926	13	939	1248	451	446	29
LK-1239090	1758	25	1782	2370	857	846	54
LK-1239095	1238	17	1256	1670	604	596	38
LK-1239100	625	9	633	842	305	301	19
LK-1239105	1471	21	1491	1983	717	708	45
LK-1239110	818	11	829	1103	399	394	25
LK-1239115	1471	21	1492	1983	717	708	46
LK-1239120	1074	15	1088	1447	523	517	33
LK-1239125	1662	23	1685	2241	810	800	51
LK-1239130	573	8	581	773	280	276	18
LK-1239135	1223	17	1240	1649	596	589	38
LK-1239140	1610	22	1632	2170	785	775	50
LK-1239145	1198	17	1215	1615	584	577	37
LK-1239150	712	10	721	959	347	343	22
LK-1239155	1322	18	1340	1782	644	636	41
LK-1239160	1388	19	1407	1871	677	668	43
LK-1239165	757	11	768	1021	369	365	23
LK-1239170	616	9	625	831	300	297	19
LK-1239175	876	12	888	1181	427	422	27
LK-1239180	860	12	872	1160	419	414	27
LK-1239185	539	8	546	726	263	259	17
LK-1239190	1341	19	1359	1807	654	646	41
LK-1239195	671	9	680	904	327	323	21
LK-1239200	1574	22	1596	2122	768	758	49
LK-1239205	858	12	870	1157	418	413	27
LK-1239210	1031	14	1046	1390	503	497	32
LK-1239215	709	10	719	955	346	341	22
LK-1239220	871	12	883	1174	425	420	27
LK-1239225	793	11	804	1070	387	382	25
LK-1239230	489	7	496	660	239	236	15
LK-1239235	546	8	554	736	266	263	17
LK-1239240	1410	20	1430	1901	688	679	44
LK-1239245	1102	15	1118	1486	538	531	34
LK-13	358013	6280	364293	570118	167492	177378	13143
LK-1303	61291	904	62195	87226	25852	31618	3821
LK-1303005	537	8	545	770	223	279	35
LK-1303010	687	10	697	985	285	357	45
LK-1303015	448	7	454	642	186	232	29
LK-1303020	729	11	740	1046	303	379	47
LK-1303025	892	13	905	1279	371	463	58
LK-1303030	1331	19	1351	1909	553	691	86
LK-1303035	818	12	830	1173	340	425	53
LK-1303040	998	15	1013	1432	415	518	65
LK-1303045	1467	21	1489	2104	610	762	95
LK-1303050	2139	31	2170	3068	889	1111	139
LK-1303055	1098	16	1114	1575	456	570	71
LK-1303060	1032	15	1047	1480	429	536	67
LK-1303065	1458	21	1479	2091	606	757	95
LK-1303070	852	12	864	1222	354	442	55
LK-1303075	1641	24	1665	2353	682	852	107
LK-1303080	851	12	863	1220	354	442	55
LK-1303085	686	10	696	984	285	357	45
LK-1303090	682	10	692	978	283	354	44
LK-1303095	1008	15	1023	1445	419	523	65
LK-1303100	1219	18	1237	1749	507	633	79
LK-1303105	522	8	530	696	246	254	21
LK-1303110	495	8	503	660	234	241	20
LK-1303115	1231	19	1251	1641	581	600	50
LK-1303120	751	12	763	1000	354	366	31
LK-1303125	651	10	660	933	270	338	42
LK-1303130	463	7	470	664	192	240	30
LK-1303135	1005	15	1020	1442	418	522	65
LK-1303140	864	13	877	1239	359	449	56
LK-1303145	1190	17	1207	1707	495	618	77
LK-1303150	591	9	599	847	245	307	38
LK-1303155	612	9	621	878	255	318	40
LK-1303160	1435	23	1458	1912	677	699	59
LK-1303165	1119	18	1137	1491	528	545	46
LK-1303170	1122	18	1140	1495	530	547	46
LK-1303175	559	8	567	801	232	290	36
LK-1303180	772	11	783	1107	321	401	50
LK-1303185	361	5	367	518	150	188	23
LK-1303190	320	5	325	459	133	166	21
LK-1303195	187	3	189	268	78	97	12
LK-1303200	277	4	281	397	115	144	18
LK-1303205	205	3	208	295	85	107	13
LK-1303210	604	9	613	867	251	314	39
LK-1303215	886	13	899	1270	368	460	58
LK-1303220	1192	17	1210	1710	496	619	77
LK-1303225	1048	15	1063	1503	435	544	68
LK-1303230	939	14	953	1347	390	488	61
LK-1303235	1023	15	1038	1467	425	531	66
LK-1303240	476	7	483	683	198	247	31
LK-1303245	606	9	615	869	252	315	39
LK-1303250	475	7	482	682	198	247	31
LK-1303255	773	11	785	1109	321	402	50
LK-1303260	1102	16	1118	1580	458	572	72
LK-1303265	1325	19	1344	1900	551	688	86
LK-1303270	675	10	685	968	280	350	44
LK-1303275	1028	15	1043	1475	427	534	67
LK-1303280	514	8	521	737	214	267	33
LK-1303285	1002	15	1017	1438	417	521	65
LK-1303290	871	13	884	1250	362	453	57
LK-1303295	1163	17	1180	1668	483	604	76
LK-1303300	755	11	766	1082	314	392	49
LK-1303305	846	12	858	1213	352	439	55
LK-1303310	1147	17	1164	1645	477	596	75
LK-1303315	970	14	984	1391	403	504	63
LK-1303320	475	7	482	681	197	247	31
LK-1303325	868	13	881	1245	361	451	56
LK-1303330	1353	20	1373	1941	563	703	88
LK-1303335	368	5	374	528	153	191	24
LK-1303340	724	11	735	1038	301	376	47
LK-1303345	484	7	492	695	201	252	31
LK-1303350	696	10	706	998	289	361	45
LK-1303355	841	12	853	1206	349	437	55
LK-1303360	756	11	767	1085	314	393	49
LK-1306	32855	518	33373	43779	15508	16002	1345
LK-1306005	650	10	660	866	307	317	27
LK-1306010	543	9	551	723	256	264	22
LK-1306015	787	12	800	1049	372	383	32
LK-1306020	1178	19	1196	1569	556	574	48
LK-1306025	607	10	617	809	286	296	25
LK-1306030	736	12	747	980	347	358	30
LK-1306035	502	8	510	669	237	244	21
LK-1306040	283	4	287	377	133	138	12
LK-1306045	319	5	324	425	150	155	13
LK-1306050	866	14	880	1154	409	422	35
LK-1306055	535	8	544	713	253	261	22
LK-1306060	468	7	476	624	221	228	19
LK-1306065	627	10	637	835	296	305	26
LK-1306070	516	8	524	688	244	251	21
LK-1306075	846	13	859	1127	399	412	35
LK-1306080	973	15	988	1296	459	474	40
LK-1306085	1046	16	1063	1394	494	509	43
LK-1306090	652	10	662	869	308	318	27
LK-1306095	1097	17	1115	1462	518	534	45
LK-1306100	398	6	404	530	188	194	16
LK-1306105	391	6	397	521	184	190	16
LK-1306110	442	7	449	589	209	215	18
LK-1306115	497	8	505	663	235	242	20
LK-1306120	617	10	627	822	291	300	25
LK-1306125	784	12	796	1044	370	382	32
LK-1306130	582	9	591	775	275	283	24
LK-1306135	950	15	965	1266	448	463	39
LK-1306140	346	5	352	462	164	169	14
LK-1306145	371	6	376	494	175	180	15
LK-1306150	232	4	236	310	110	113	10
LK-1306155	566	9	575	754	267	276	23
LK-1306160	252	4	256	335	119	123	10
LK-1306165	337	5	343	450	159	164	14
LK-1306170	406	6	412	541	192	198	17
LK-1306175	535	8	544	713	253	261	22
LK-1306180	538	8	547	717	254	262	22
LK-1306185	341	5	346	454	161	166	14
LK-1306190	484	8	492	645	228	236	20
LK-1306195	269	4	273	358	127	131	11
LK-1306200	329	5	334	438	155	160	13
LK-1306205	359	6	365	479	170	175	15
LK-1306210	600	9	609	799	283	292	25
LK-1306215	667	11	677	889	315	325	27
LK-1306220	746	12	757	994	352	363	31
LK-1306225	900	14	914	1199	425	438	37
LK-1306230	512	8	520	682	241	249	21
LK-1306235	570	9	579	759	269	278	23
LK-1306240	573	9	582	764	271	279	23
LK-1306245	529	8	538	705	250	258	22
LK-1306250	648	10	659	864	306	316	27
LK-1306255	251	4	255	334	118	122	10
LK-1306260	543	9	552	724	256	265	22
LK-1306265	575	9	584	767	272	280	24
LK-1306270	350	6	356	467	165	171	14
LK-1306275	188	3	191	250	89	92	8
LK-1306280	301	5	306	401	142	146	12
LK-1306285	699	11	710	932	330	341	29
LK-1306290	661	10	672	881	312	322	27
LK-1306295	285	5	290	380	135	139	12
LK-1309	33430	428	33858	47041	16177	16345	908
LK-1309005	622	8	630	875	301	304	17
LK-1309010	545	7	552	766	264	266	15
LK-1309015	441	6	447	621	214	216	12
LK-1309020	415	5	420	583	201	203	11
LK-1309025	851	11	862	1197	412	416	23
LK-1309030	748	10	757	1052	362	366	20
LK-1309035	1174	15	1189	1652	568	574	32
LK-1309040	864	11	875	1216	418	423	23
LK-1309045	502	6	508	706	243	245	14
LK-1309050	1026	13	1039	1444	496	502	28
LK-1309055	760	10	770	1070	368	372	21
LK-1309060	781	10	791	1100	378	382	21
LK-1309065	557	7	564	784	270	272	15
LK-1309070	513	7	519	722	248	251	14
LK-1309075	887	11	899	1249	429	434	24
LK-1309080	525	7	531	738	254	257	14
LK-1309085	440	6	445	619	213	215	12
LK-1309090	844	11	854	1187	408	413	23
LK-1309095	492	6	498	692	238	240	13
LK-1309100	687	9	696	967	333	336	19
LK-1309105	541	7	548	762	262	265	15
LK-1309110	630	8	638	887	305	308	17
LK-1309115	155	2	157	219	75	76	4
LK-1309120	511	7	518	720	247	250	14
LK-1309125	459	6	465	646	222	224	12
LK-1309130	492	6	499	693	238	241	13
LK-1309135	556	7	563	782	269	272	15
LK-1309140	464	6	470	654	225	227	13
