entity_id	valid	rejected	polled	electors	UNP	SLFP	JVP	ACTC	LSSP	NSSP
LK-1230630	449	4	453	530	213	220	13	0	2	0
LK-1230635	301	3	304	356	143	148	9	0	1	0
LK-1230640	335	3	338	395	159	164	10	0	1	0
LK-1230645	360	3	364	425	171	177	11	0	2	0
LK-1230650	496	5	501	586	235	243	15	0	2	1
LK-1230655	534	5	539	631	253	262	16	0	2	1
LK-1230660	413	4	417	488	196	203	12	0	2	0
LK-1230665	594	5	599	701	281	291	18	0	3	1
LK-1233	53778	418	54196	65660	25853	25580	1952	17	307	69
LK-1233005	449	3	453	548	216	214	16	0	3	1
LK-1233010	370	3	373	452	178	176	13	0	2	0
LK-1233015	476	4	480	582	229	227	17	0	3	1
LK-1233020	392	3	395	478	188	186	14	0	2	1
LK-1233025	379	3	382	463	182	180	14	0	2	0
LK-1233030	420	3	423	512	202	200	15	0	2	1
LK-1233035	178	1	179	217	85	84	6	0	1	0
LK-1233040	302	2	304	368	145	143	11	0	2	0
LK-1233045	431	3	435	526	207	205	16	0	2	1
LK-1233050	221	2	223	270	106	105	8	0	1	0
LK-1233055	405	3	408	495	195	193	15	0	2	1
LK-1233060	351	3	354	429	169	167	13	0	2	0
LK-1233065	211	2	213	258	102	101	8	0	1	0
LK-1233070	293	2	296	358	141	139	11	0	2	0
LK-1233075	378	3	381	461	182	180	14	0	2	0
LK-1233080	262	2	264	319	126	124	9	0	1	0
LK-1233085	103	1	104	126	50	49	4	0	1	0
LK-1233090	504	4	508	616	242	240	18	0	3	1
LK-1233095	463	4	466	565	222	220	17	0	3	1
LK-1233100	243	2	244	296	117	115	9	0	1	0
LK-1233105	218	2	220	267	105	104	8	0	1	0
LK-1233110	144	1	145	175	69	68	5	0	1	0
LK-1233115	126	1	127	154	61	60	5	0	1	0
LK-1233120	277	2	280	339	133	132	10	0	2	0
LK-1233125	319	2	321	389	153	152	12	0	2	0
LK-1233130	254	2	256	310	122	121	9	0	1	0
LK-1233135	466	4	469	568	224	221	17	0	3	1
LK-1233140	797	6	803	973	383	379	29	0	5	1
LK-1233145	305	2	308	373	147	145	11	0	2	0
LK-1233150	313	2	315	382	150	149	11	0	2	0
LK-1233155	573	4	577	700	275	273	21	0	3	1
LK-1233160	378	3	381	462	182	180	14	0	2	0
LK-1233165	370	3	373	452	178	176	13	0	2	0
LK-1233170	347	3	350	424	167	165	13	0	2	0
LK-1233175	395	3	398	482	190	188	14	0	2	1
LK-1233180	514	4	518	628	247	244	19	0	3	1
LK-1233185	464	4	468	567	223	221	17	0	3	1
LK-1233190	341	3	344	417	164	162	12	0	2	0
LK-1233195	719	6	725	878	346	342	26	0	4	1
LK-1233200	711	6	716	868	342	338	26	0	4	1
LK-1233205	518	4	522	633	249	246	19	0	3	1
LK-1233210	1056	8	1064	1290	508	502	38	0	6	1
LK-1233215	475	4	479	580	228	226	17	0	3	1
LK-1233220	442	3	445	539	212	210	16	0	3	1
LK-1233225	663	5	669	810	319	316	24	0	4	1
LK-1233230	674	5	680	824	324	321	24	0	4	1
LK-1233235	564	4	569	689	271	269	20	0	3	1
LK-1233240	583	5	587	711	280	277	21	0	3	1
LK-1233245	1328	10	1338	1621	638	632	48	0	8	2
LK-1233250	1361	11	1371	1662	654	647	49	0	8	2
LK-1233255	886	7	893	1082	426	422	32	0	5	1
LK-1233260	982	8	990	1199	472	467	36	0	6	1
LK-1233265	1847	14	1861	2255	888	879	67	1	11	2
LK-1233270	662	5	667	808	318	315	24	0	4	1
LK-1233275	578	4	582	705	278	275	21	0	3	1
LK-1233280	593	5	597	724	285	282	22	0	3	1
LK-1233285	1286	10	1296	1571	618	612	47	0	7	2
LK-1233290	989	8	996	1207	475	470	36	0	6	1
LK-1233295	789	6	795	963	379	375	29	0	5	1
LK-1233300	1112	9	1121	1358	535	529	40	0	6	1
LK-1233305	551	4	556	673	265	262	20	0	3	1
LK-1233310	459	4	462	560	220	218	17	0	3	1
LK-1233315	727	6	733	888	350	346	26	0	4	1
LK-1233320	506	4	510	617	243	241	18	0	3	1
LK-1233325	915	7	922	1117	440	435	33	0	5	1
LK-1233330	974	8	981	1189	468	463	35	0	6	1
LK-1233335	713	6	718	870	343	339	26	0	4	1
LK-1233340	718	6	724	877	345	342	26	0	4	1
LK-1233345	520	4	524	635	250	247	19	0	3	1
LK-1233350	575	4	579	702	276	273	21	0	3	1
LK-1233355	1126	9	1135	1375	541	536	41	0	6	1
LK-1233360	775	6	781	946	373	369	28	0	4	1
LK-1233365	559	4	563	683	269	266	20	0	3	1
LK-1233370	484	4	487	591	233	230	18	0	3	1
LK-1233375	560	4	564	683	269	266	20	0	3	1
LK-1233380	921	7	928	1125	443	438	33	0	5	1
LK-1233385	547	4	551	667	263	260	20	0	3	1
LK-1233390	560	4	564	683	269	266	20	0	3	1
LK-1233395	576	4	580	703	277	274	21	0	3	1
LK-1233400	677	5	683	827	326	322	25	0	4	1
LK-1233405	388	3	391	473	186	184	14	0	2	0
LK-1233410	651	5	657	795	313	310	24	0	4	1
LK-1233415	1000	8	1008	1221	481	476	36	0	6	1
LK-1233420	433	3	436	528	208	206	16	0	2	1
LK-1233425	809	6	816	988	389	385	29	0	5	1
LK-1233430	648	5	653	791	312	308	24	0	4	1
LK-1233435	737	6	743	900	354	350	27	0	4	1
LK-1233440	757	6	763	924	364	360	27	0	4	1
LK-1233445	612	5	616	747	294	291	22	0	3	1
LK-1233450	718	6	724	877	345	342	26	0	4	1
LK-1233455	452	4	455	551	217	215	16	0	3	1
LK-1233460	882	7	889	1077	424	419	32	0	5	1
LK-1236	46372	480	46852	58671	24732	19050	2179	25	312	74
LK-1236005	2244	23	2267	2839	1197	922	105	1	15	4
LK-1236010	1009	10	1019	1276	538	414	47	1	7	2
LK-1236015	1945	20	1965	2461	1037	799	91	1	13	3
LK-1236020	1575	16	1591	1992	840	647	74	1	11	3
LK-1236025	1115	12	1126	1411	595	458	52	1	8	2
LK-1236030	1262	13	1275	1596	673	518	59	1	8	2
LK-1236035	548	6	554	694	292	225	26	0	4	1
LK-1236040	1222	13	1234	1546	652	502	57	1	8	2
LK-1236045	888	9	897	1123	473	365	42	0	6	1
LK-1236050	1950	20	1970	2467	1040	801	92	1	13	3
LK-1236055	1184	12	1196	1498	632	486	56	1	8	2
LK-1236060	1322	14	1336	1673	705	543	62	1	9	2
LK-1236065	1153	12	1165	1459	615	474	54	1	8	2
LK-1236070	1186	12	1198	1501	633	487	56	1	8	2
LK-1236075	1230	13	1243	1556	656	505	58	1	8	2
LK-1236080	1326	14	1339	1677	707	545	62	1	9	2
LK-1236085	1362	14	1376	1723	726	559	64	1	9	2
LK-1236090	1074	11	1086	1359	573	441	50	1	7	2
LK-1236095	1002	10	1013	1268	534	412	47	1	7	2
LK-1236100	654	7	661	828	349	269	31	0	4	1
LK-1236105	1270	13	1283	1607	677	522	60	1	9	2
LK-1236110	1304	13	1317	1650	695	536	61	1	9	2
LK-1236115	1709	18	1727	2162	912	702	80	1	11	3
LK-1236120	1736	18	1753	2196	926	713	82	1	12	3
LK-1236125	1245	13	1258	1576	664	512	59	1	8	2
LK-1236130	1361	14	1375	1722	726	559	64	1	9	2
LK-1236135	691	7	698	874	368	284	32	0	5	1
LK-1236140	1320	14	1333	1669	704	542	62	1	9	2
LK-1236145	1540	16	1556	1948	821	633	72	1	10	2
LK-1236150	1033	11	1044	1307	551	424	49	1	7	2
LK-1236155	913	9	922	1155	487	375	43	0	6	1
LK-1236160	1091	11	1102	1380	582	448	51	1	7	2
LK-1236165	1402	15	1416	1773	748	576	66	1	9	2
LK-1236170	699	7	706	884	373	287	33	0	5	1
LK-1236175	1382	14	1397	1749	737	568	65	1	9	2
LK-1236180	1471	15	1486	1861	784	604	69	1	10	2
LK-1236185	957	10	967	1211	510	393	45	1	6	2
LK-1239	45623	410	46033	55457	25398	18539	1389	13	237	47
LK-1239005	674	6	680	820	375	274	21	0	4	1
LK-1239010	833	7	841	1013	464	339	25	0	4	1
LK-1239015	1223	11	1234	1487	681	497	37	0	6	1
LK-1239020	1402	13	1414	1704	780	570	43	0	7	1
LK-1239025	681	6	688	828	379	277	21	0	4	1
LK-1239030	655	6	661	796	365	266	20	0	3	1
LK-1239035	642	6	648	781	358	261	20	0	3	1
LK-1239040	615	6	621	748	342	250	19	0	3	1
LK-1239045	429	4	433	522	239	174	13	0	2	0
LK-1239050	692	6	698	841	385	281	21	0	4	1
LK-1239055	565	5	570	686	314	229	17	0	3	1
LK-1239060	970	9	978	1178	540	394	30	0	5	1
LK-1239065	670	6	676	814	373	272	20	0	3	1
LK-1239070	1326	12	1338	1612	738	539	40	0	7	1
LK-1239075	1349	12	1361	1639	751	548	41	0	7	1
LK-1239080	1187	11	1198	1443	661	482	36	0	6	1
LK-1239085	860	8	868	1046	479	350	26	0	4	1
LK-1239090	1634	15	1649	1986	910	664	50	0	8	2
LK-1239095	1151	10	1162	1399	641	468	35	0	6	1
LK-1239100	581	5	586	706	323	236	18	0	3	1
LK-1239105	1367	12	1379	1662	761	556	42	0	7	1
LK-1239110	760	7	767	924	423	309	23	0	4	1
LK-1239115	1368	12	1380	1662	761	556	42	0	7	1
LK-1239120	998	9	1007	1213	556	405	30	0	5	1
LK-1239125	1545	14	1559	1878	860	628	47	0	8	2
LK-1239130	533	5	538	648	297	217	16	0	3	1
LK-1239135	1137	10	1147	1382	633	462	35	0	6	1
LK-1239140	1496	13	1510	1819	833	608	46	0	8	2
LK-1239145	1114	10	1124	1354	620	452	34	0	6	1
LK-1239150	661	6	667	804	368	269	20	0	3	1
LK-1239155	1229	11	1240	1494	684	499	37	0	6	1
LK-1239160	1290	12	1302	1568	718	524	39	0	7	1
LK-1239165	704	6	710	856	392	286	21	0	4	1
LK-1239170	573	5	578	696	319	233	17	0	3	1
LK-1239175	814	7	822	990	453	331	25	0	4	1
LK-1239180	800	7	807	972	445	325	24	0	4	1
LK-1239185	501	5	505	609	279	203	15	0	3	1
LK-1239190	1246	11	1257	1515	694	506	38	0	6	1
LK-1239195	624	6	629	758	347	253	19	0	3	1
LK-1239200	1463	13	1477	1779	815	595	45	0	8	2
LK-1239205	798	7	805	970	444	324	24	0	4	1
LK-1239210	959	9	967	1165	534	389	29	0	5	1
LK-1239215	659	6	665	801	367	268	20	0	3	1
LK-1239220	810	7	817	984	451	329	25	0	4	1
LK-1239225	737	7	744	896	411	300	22	0	4	1
LK-1239230	455	4	459	553	253	185	14	0	2	0
LK-1239235	508	5	512	617	283	206	15	0	3	1
LK-1239240	1311	12	1323	1593	730	533	40	0	7	1
LK-1239245	1025	9	1034	1246	570	416	31	0	5	1
LK-13	412466	5187	417653	499215	206114	182483	14278	439	8317	835
LK-1303	61108	753	61861	75408	29867	26944	2202	31	1864	199
LK-1303005	536	7	543	664	262	235	20	0	17	2
LK-1303010	685	9	694	849	335	300	25	0	22	2
LK-1303015	447	6	452	554	218	196	16	0	15	2
LK-1303020	728	9	737	902	356	319	27	0	24	3
LK-1303025	890	11	901	1103	435	390	33	0	29	3
LK-1303030	1329	17	1345	1646	650	582	49	1	43	5
LK-1303035	816	10	826	1011	399	357	30	0	27	3
LK-1303040	996	12	1009	1235	487	436	37	0	32	3
LK-1303045	1465	18	1483	1815	716	641	54	1	48	5
LK-1303050	2135	27	2162	2646	1044	935	79	1	70	7
LK-1303055	1096	14	1109	1358	536	480	40	1	36	4
LK-1303060	1030	13	1042	1276	503	451	38	1	34	4
LK-1303065	1455	18	1473	1803	711	637	54	1	47	5
LK-1303070	850	11	861	1054	416	372	31	0	28	3
LK-1303075	1638	20	1658	2029	800	717	60	1	53	6
LK-1303080	849	11	860	1052	415	372	31	0	28	3
LK-1303085	685	9	694	849	335	300	25	0	22	2
LK-1303090	680	8	689	843	333	298	25	0	22	2
LK-1303095	1006	12	1018	1246	492	440	37	0	33	3
LK-1303100	1217	15	1232	1508	595	533	45	1	40	4
LK-1303105	516	6	522	615	252	241	15	0	7	1
LK-1303110	489	6	495	583	239	229	14	0	7	1
LK-1303115	1217	14	1231	1450	594	569	35	1	16	2
LK-1303120	742	9	750	884	362	347	22	0	10	1
LK-1303125	649	8	657	805	317	284	24	0	21	2
LK-1303130	462	6	468	573	226	202	17	0	15	2
LK-1303135	1003	12	1016	1243	491	439	37	0	33	3
LK-1303140	863	11	873	1069	422	378	32	0	28	3
LK-1303145	1188	15	1202	1472	581	520	44	1	39	4
LK-1303150	589	7	597	730	288	258	22	0	19	2
LK-1303155	611	8	619	757	299	268	23	0	20	2
LK-1303160	1418	16	1434	1690	692	663	41	1	19	2
LK-1303165	1105	13	1118	1317	540	517	32	1	15	2
LK-1303170	1109	13	1121	1321	541	518	32	1	15	2
LK-1303175	558	7	565	691	273	244	21	0	18	2
LK-1303180	771	10	780	955	377	337	28	0	25	3
LK-1303185	361	4	365	447	176	158	13	0	12	1
LK-1303190	320	4	324	396	156	140	12	0	10	1
LK-1303195	186	2	189	231	91	82	7	0	6	1
LK-1303200	276	3	280	342	135	121	10	0	9	1
LK-1303205	205	3	208	254	100	90	8	0	7	1
LK-1303210	603	7	611	747	295	264	22	0	20	2
LK-1303215	884	11	895	1095	432	387	33	0	29	3
LK-1303220	1190	15	1205	1475	582	521	44	1	39	4
LK-1303225	1046	13	1059	1296	511	458	39	1	34	4
LK-1303230	937	12	949	1162	458	410	35	0	31	3
LK-1303235	1021	13	1034	1265	499	447	38	1	33	4
LK-1303240	475	6	481	589	232	208	18	0	15	2
LK-1303245	605	8	613	750	296	265	22	0	20	2
LK-1303250	474	6	480	588	232	208	17	0	15	2
LK-1303255	772	10	782	957	377	338	28	0	25	3
LK-1303260	1100	14	1114	1363	538	481	41	1	36	4
LK-1303265	1323	16	1339	1639	647	579	49	1	43	5
LK-1303270	674	8	682	835	329	295	25	0	22	2
LK-1303275	1026	13	1039	1272	502	449	38	1	33	4
LK-1303280	513	6	519	635	251	224	19	0	17	2
LK-1303285	1000	12	1013	1240	489	438	37	0	33	3
LK-1303290	870	11	880	1078	425	381	32	0	28	3
LK-1303295	1161	14	1175	1438	567	508	43	1	38	4
LK-1303300	753	9	763	933	368	330	28	0	25	3
LK-1303305	844	10	855	1046	413	369	31	0	28	3
LK-1303310	1145	14	1159	1419	560	501	42	1	37	4
LK-1303315	968	12	980	1200	473	424	36	0	32	3
LK-1303320	474	6	480	587	232	207	17	0	15	2
LK-1303325	866	11	877	1073	423	379	32	0	28	3
LK-1303330	1351	17	1368	1674	660	591	50	1	44	5
LK-1303335	368	5	372	456	180	161	14	0	12	1
LK-1303340	723	9	732	895	353	316	27	0	24	3
LK-1303345	484	6	490	599	236	212	18	0	16	2
LK-1303350	695	9	703	861	340	304	26	0	23	2
LK-1303355	839	10	849	1040	410	367	31	0	27	3
LK-1303360	755	9	764	935	369	330	28	0	25	3
LK-1306	32460	374	32834	38679	15844	15171	942	21	434	48
LK-1306005	642	7	650	765	313	300	19	0	9	1
LK-1306010	536	6	543	639	262	251	16	0	7	1
LK-1306015	778	9	787	927	380	363	23	0	10	1
LK-1306020	1164	13	1177	1387	568	544	34	1	16	2
LK-1306025	600	7	607	715	293	280	17	0	8	1
LK-1306030	727	8	735	866	355	340	21	0	10	1
LK-1306035	496	6	502	591	242	232	14	0	7	1
LK-1306040	279	3	283	333	136	131	8	0	4	0
LK-1306045	315	4	319	375	154	147	9	0	4	0
LK-1306050	856	10	865	1019	418	400	25	1	11	1
LK-1306055	529	6	535	630	258	247	15	0	7	1
LK-1306060	463	5	468	551	226	216	13	0	6	1
LK-1306065	619	7	626	738	302	289	18	0	8	1
LK-1306070	510	6	516	608	249	238	15	0	7	1
LK-1306075	836	10	846	996	408	391	24	1	11	1
LK-1306080	961	11	972	1145	469	449	28	1	13	1
LK-1306085	1034	12	1045	1232	504	483	30	1	14	2
LK-1306090	644	7	652	768	314	301	19	0	9	1
LK-1306095	1084	12	1096	1292	529	507	31	1	15	2
LK-1306100	393	5	397	468	192	184	11	0	5	1
LK-1306105	386	4	390	460	188	180	11	0	5	1
LK-1306110	437	5	442	521	213	204	13	0	6	1
LK-1306115	491	6	497	586	240	230	14	0	7	1
LK-1306120	609	7	616	726	297	285	18	0	8	1
LK-1306125	774	9	783	923	378	362	22	0	10	1
LK-1306130	575	7	581	685	281	269	17	0	8	1
LK-1306135	938	11	949	1118	458	439	27	1	13	1
LK-1306140	342	4	346	408	167	160	10	0	5	1
LK-1306145	366	4	370	436	179	171	11	0	5	1
LK-1306150	230	3	232	274	112	107	7	0	3	0
LK-1306155	559	6	565	666	273	261	16	0	7	1
LK-1306160	249	3	252	296	121	116	7	0	3	0
LK-1306165	333	4	337	397	163	156	10	0	4	0
LK-1306170	401	5	406	478	196	187	12	0	5	1
LK-1306175	529	6	535	630	258	247	15	0	7	1
LK-1306180	532	6	538	633	259	248	15	0	7	1
LK-1306185	337	4	341	401	164	157	10	0	5	0
LK-1306190	478	6	484	570	233	223	14	0	6	1
LK-1306195	266	3	269	317	130	124	8	0	4	0
LK-1306200	325	4	329	387	159	152	9	0	4	0
LK-1306205	355	4	359	423	173	166	10	0	5	1
LK-1306210	593	7	599	706	289	277	17	0	8	1
LK-1306215	659	8	666	785	322	308	19	0	9	1
LK-1306220	737	8	745	878	360	344	21	0	10	1
LK-1306225	889	10	899	1059	434	416	26	1	12	1
LK-1306230	505	6	511	602	247	236	15	0	7	1
LK-1306235	563	6	570	671	275	263	16	0	8	1
LK-1306240	566	7	573	675	276	265	16	0	8	1
LK-1306245	523	6	529	623	255	244	15	0	7	1
LK-1306250	641	7	648	763	313	299	19	0	9	1
LK-1306255	248	3	251	295	121	116	7	0	3	0
LK-1306260	537	6	543	639	262	251	16	0	7	1
LK-1306265	568	7	575	677	277	266	16	0	8	1
LK-1306270	346	4	350	413	169	162	10	0	5	1
LK-1306275	186	2	188	221	91	87	5	0	2	0
LK-1306280	297	3	301	354	145	139	9	0	4	0
LK-1306285	691	8	699	823	337	323	20	0	9	1
LK-1306290	653	8	661	778	319	305	19	0	9	1
LK-1306295	282	3	285	336	138	132	8	0	4	0
LK-1309	35602	311	35913	41585	18338	15940	922	33	243	126
LK-1309005	662	6	668	773	341	296	17	1	5	2
LK-1309010	580	5	585	678	299	260	15	1	4	2
LK-1309015	470	4	474	549	242	210	12	0	3	2
LK-1309020	442	4	445	516	227	198	11	0	3	2
LK-1309025	906	8	914	1058	467	406	23	1	6	3
LK-1309030	796	7	803	930	410	356	21	1	5	3
LK-1309035	1250	11	1261	1460	644	560	32	1	9	4
LK-1309040	920	8	929	1075	474	412	24	1	6	3
LK-1309045	535	5	539	624	275	239	14	0	4	2
LK-1309050	1093	10	1102	1276	563	489	28	1	7	4
LK-1309055	810	7	817	946	417	362	21	1	6	3
LK-1309060	832	7	840	972	429	373	22	1	6	3
LK-1309065	593	5	598	693	306	266	15	1	4	2
LK-1309070	546	5	551	638	281	245	14	0	4	2
LK-1309075	945	8	953	1104	487	423	24	1	6	3
LK-1309080	559	5	564	653	288	250	14	1	4	2
LK-1309085	468	4	472	547	241	210	12	0	3	2
LK-1309090	898	8	906	1050	463	402	23	1	6	3
LK-1309095	524	5	528	612	270	234	14	0	4	2
LK-1309100	732	6	738	855	377	328	19	1	5	3
LK-1309105	577	5	582	674	297	258	15	1	4	2
LK-1309110	671	6	677	784	346	300	17	1	5	2
LK-1309115	166	1	167	193	85	74	4	0	1	1
LK-1309120	545	5	549	636	280	244	14	0	4	2
LK-1309125	489	4	493	571	252	219	13	0	3	2
LK-1309130	524	5	529	613	270	235	14	0	4	2
LK-1309135	592	5	597	691	305	265	15	1	4	2
LK-1309140	495	4	499	578	255	221	13	0	3	2
LK-1309145	307	3	309	358	158	137	8	0	2	1
LK-1309150	531	5	536	621	274	238	14	0	4	2
LK-1309155	358	3	361	418	184	160	9	0	2	1
LK-1309160	621	5	627	726	320	278	16	1	4	2
LK-1309165	661	6	667	772	341	296	17	1	5	2
LK-1309170	673	6	679	786	347	301	17	1	5	2
LK-1309175	464	4	468	542	239	208	12	0	3	2
LK-1309180	677	6	683	791	349	303	18	1	5	2
LK-1309185	227	2	229	265	117	102	6	0	2	1
LK-1309190	574	5	579	671	296	257	15	1	4	2
LK-1309195	381	3	384	445	196	171	10	0	3	1
LK-1309200	493	4	498	576	254	221	13	0	3	2
LK-1309205	301	3	303	351	155	135	8	0	2	1
LK-1309210	553	5	558	646	285	247	14	1	4	2
LK-1309215	462	4	466	540	238	207	12	0	3	2
LK-1309220	898	8	906	1049	462	402	23	1	6	3
LK-1309225	427	4	431	499	220	191	11	0	3	2
LK-1309230	811	7	818	947	418	363	21	1	6	3
LK-1309235	263	2	265	307	135	118	7	0	2	1
LK-1309240	310	3	313	362	160	139	8	0	2	1
LK-1309245	550	5	554	642	283	246	14	1	4	2
LK-1309250	687	6	693	803	354	308	18	1	5	2
LK-1309255	362	3	365	423	187	162	9	0	2	1
LK-1309260	675	6	681	788	348	302	17	1	5	2
LK-1309265	355	3	358	414	183	159	9	0	2	1
LK-1309270	499	4	504	583	257	224	13	0	3	2
LK-1309275	912	8	920	1065	470	408	24	1	6	3
LK-1309280	419	4	423	489	216	188	11	0	3	1
LK-1309285	405	4	409	473	209	181	10	0	3	1
LK-1309290	387	3	391	452	199	173	10	0	3	1
LK-1309295	600	5	605	701	309	269	16	1	4	2
LK-1309300	632	6	637	738	325	283	16	1	4	2
LK-1309305	509	4	514	595	262	228	13	0	3	2
LK-1310	16926	148	17074	19771	8718	7578	439	15	116	60
LK-1310005	428	4	432	500	221	192	11	0	3	2
LK-1310010	683	6	689	798	352	306	18	1	5	2
LK-1310015	527	5	532	616	272	236	14	0	4	2
LK-1310020	347	3	350	406	179	156	9	0	2	1
LK-1310025	278	2	281	325	143	125	7	0	2	1
LK-1310030	466	4	470	545	240	209	12	0	3	2
LK-1310035	263	2	265	307	136	118	7	0	2	1
LK-1310040	352	3	355	412	181	158	9	0	2	1
LK-1310045	390	3	394	456	201	175	10	0	3	1
LK-1310050	145	1	146	169	75	65	4	0	1	1
LK-1310055	412	4	416	482	212	185	11	0	3	1
LK-1310060	449	4	453	525	231	201	12	0	3	2
LK-1310065	734	6	740	857	378	328	19	1	5	3
LK-1310070	1043	9	1052	1218	537	467	27	1	7	4
LK-1310075	378	3	382	442	195	169	10	0	3	1
LK-1310080	576	5	581	672	297	258	15	1	4	2
LK-1310085	438	4	442	512	226	196	11	0	3	2
LK-1310090	835	7	842	975	430	374	22	1	6	3
LK-1310095	1078	9	1088	1259	555	483	28	1	7	4
LK-1310100	411	4	414	480	212	184	11	0	3	1
LK-1310105	661	6	667	773	341	296	17	1	5	2
LK-1310110	642	6	648	750	331	287	17	1	4	2
LK-1310115	381	3	384	445	196	171	10	0	3	1
LK-1310120	567	5	572	662	292	254	15	1	4	2
LK-1310125	972	8	980	1135	500	435	25	1	7	3
LK-1310130	988	9	997	1154	509	442	26	1	7	3
LK-1310135	591	5	597	691	305	265	15	1	4	2
LK-1310140	253	2	255	296	130	113	7	0	2	1
LK-1310145	546	5	550	637	281	244	14	0	4	2
LK-1310150	597	5	602	697	307	267	15	1	4	2
LK-1310155	492	4	497	575	254	220	13	0	3	2
LK-1312	25427	343	25770	30197	12648	11813	587	38	307	34
LK-1312005	509	7	516	604	253	236	12	1	6	1
LK-1312010	587	8	595	697	292	273	14	1	7	1
LK-1312015	388	5	393	460	193	180	9	1	5	1
LK-1312020	260	4	263	309	129	121	6	0	3	0
LK-1312025	272	4	276	323	135	126	6	0	3	0
LK-1312030	255	3	258	303	127	118	6	0	3	0
LK-1312035	1119	15	1134	1328	556	520	26	2	13	1
LK-1312040	418	6	423	496	208	194	10	1	5	1
LK-1312045	297	4	301	353	148	138	7	0	4	0
LK-1312050	235	3	238	279	117	109	5	0	3	0
LK-1312055	437	6	443	519	218	203	10	1	5	1
LK-1312060	843	11	854	1001	419	392	19	1	10	1
LK-1312065	638	9	647	758	318	297	15	1	8	1
LK-1312070	437	6	443	519	218	203	10	1	5	1
LK-1312075	347	5	351	412	172	161	8	1	4	0
LK-1312080	518	7	525	616	258	241	12	1	6	1
LK-1312085	626	8	635	744	312	291	14	1	8	1
LK-1312090	723	10	733	859	360	336	17	1	9	1
LK-1312095	692	9	702	822	344	322	16	1	8	1
LK-1312100	851	11	862	1010	423	395	20	1	10	1
LK-1312105	436	6	442	518	217	203	10	1	5	1
LK-1312110	845	11	856	1004	420	393	20	1	10	1
LK-1312115	351	5	356	417	175	163	8	1	4	0
LK-1312120	527	7	534	626	262	245	12	1	6	1
LK-1312125	628	8	637	746	312	292	15	1	8	1
LK-1312130	442	6	448	525	220	205	10	1	5	1
LK-1312135	414	6	419	491	206	192	10	1	5	1
LK-1312140	473	6	479	562	235	220	11	1	6	1
LK-1312145	562	8	569	667	279	261	13	1	7	1
LK-1312150	504	7	511	599	251	234	12	1	6	1
LK-1312155	230	3	233	273	114	107	5	0	3	0
LK-1312160	328	4	333	390	163	153	8	0	4	0
LK-1312165	586	8	594	696	291	272	14	1	7	1
LK-1312170	334	5	339	397	166	155	8	0	4	0
LK-1312175	331	4	335	393	164	154	8	0	4	0
LK-1312180	298	4	302	354	148	138	7	0	4	0
LK-1312185	335	5	339	397	166	155	8	0	4	0
LK-1312190	597	8	605	709	297	277	14	1	7	1
LK-1312195	311	4	315	369	154	144	7	0	4	0
LK-1312200	511	7	518	607	254	238	12	1	6	1
LK-1312205	416	6	422	494	207	193	10	1	5	1
LK-1312210	375	5	380	445	187	174	9	1	5	0
LK-1312215	324	4	328	385	161	151	7	0	4	0
LK-1312220	272	4	276	323	135	126	6	0	3	0
LK-1312225	361	5	365	428	179	168	8	1	4	0
LK-1312230	445	6	451	529	221	207	10	1	5	1
LK-1312235	458	6	464	544	228	213	11	1	6	1
LK-1312240	514	7	521	610	256	239	12	1	6	1
LK-1312245	596	8	604	707	296	277	14	1	7	1
LK-1312250	596	8	604	708	297	277	14	1	7	1
LK-1312255	405	5	410	481	201	188	9	1	5	1
LK-1312260	345	5	350	410	172	160	8	1	4	0
LK-1312265	507	7	514	602	252	236	12	1	6	1
LK-1312270	320	4	324	380	159	148	7	0	4	0
LK-1315	13533	182	13715	16071	6732	6287	313	20	163	18
LK-1315005	633	9	642	752	315	294	15	1	8	1
LK-1315010	243	3	247	289	121	113	6	0	3	0
LK-1315015	350	5	355	416	174	163	8	1	4	0
LK-1315020	833	11	844	990	414	387	19	1	10	1
LK-1315025	375	5	380	445	186	174	9	1	5	0
LK-1315030	645	9	654	766	321	300	15	1	8	1
LK-1315035	708	10	717	840	352	329	16	1	9	1
LK-1315040	639	9	648	759	318	297	15	1	8	1
LK-1315045	248	3	251	294	123	115	6	0	3	0
LK-1315050	454	6	460	539	226	211	10	1	5	1
LK-1315055	402	5	407	477	200	187	9	1	5	1
LK-1315060	420	6	425	498	209	195	10	1	5	1
LK-1315065	233	3	236	276	116	108	5	0	3	0
LK-1315070	289	4	292	343	144	134	7	0	3	0
LK-1315075	340	5	344	403	169	158	8	1	4	0
LK-1315080	178	2	180	211	88	83	4	0	2	0
LK-1315085	430	6	436	511	214	200	10	1	5	1
LK-1315090	286	4	290	340	142	133	7	0	3	0
LK-1315095	453	6	459	538	225	210	10	1	5	1
LK-1315100	305	4	309	362	152	142	7	0	4	0
LK-1315105	548	7	555	650	272	254	13	1	7	1
LK-1315110	292	4	296	346	145	136	7	0	4	0
LK-1315115	480	6	487	570	239	223	11	1	6	1
LK-1315120	408	5	413	484	203	189	9	1	5	1
LK-1315125	281	4	285	334	140	131	7	0	3	0
LK-1315130	269	4	273	320	134	125	6	0	3	0
LK-1315135	490	7	497	582	244	228	11	1	6	1
LK-1315140	433	6	438	514	215	201	10	1	5	1
LK-1315145	592	8	600	704	295	275	14	1	7	1
LK-1315150	467	6	473	554	232	217	11	1	6	1
