entity_id	valid	rejected	polled	electors	PA	UNP	SLMC	TULF	SLPF	MEP	IND1	TELO	IND2	DPLF	EPRLF	IND4	NSSP	TKLO	PFF	DWC	IND3	IND 1	SMBP	IND5
LK-1230510	725	27	752	925	412	306	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230515	345	13	358	440	196	145	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230520	660	24	684	842	375	278	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230525	761	28	789	972	433	321	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230530	1373	51	1424	1753	782	579	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230535	384	14	398	490	219	162	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230540	282	10	292	360	160	119	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230545	411	15	427	525	234	173	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230550	430	16	446	549	245	181	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230555	328	12	340	419	187	138	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230560	457	17	474	584	260	193	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230565	402	15	417	514	229	170	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230570	347	13	360	443	198	146	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230575	398	15	413	508	226	168	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230580	562	21	583	718	320	237	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230585	362	13	375	462	206	152	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230590	663	25	688	847	378	280	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230595	416	15	431	531	237	175	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230600	423	16	438	539	240	178	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230605	649	24	673	829	369	274	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230610	662	24	686	845	377	279	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230615	471	17	489	602	268	199	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230620	990	37	1027	1264	564	417	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230625	420	16	436	537	239	177	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230630	504	19	523	643	287	212	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230635	338	13	351	432	193	143	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230640	376	14	390	480	214	158	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230645	405	15	419	516	230	171	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230650	557	21	578	711	317	235	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230655	600	22	622	766	341	253	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230660	464	17	481	593	264	196	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230665	667	25	691	851	379	281	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233	73735	2685	76420	98091	43413	29173	0	0	1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233005	616	22	638	819	363	244	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233010	507	18	526	675	299	201	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233015	653	24	677	869	385	258	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233020	537	20	556	714	316	212	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233025	520	19	539	692	306	206	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233030	575	21	596	765	339	228	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233035	243	9	252	324	143	96	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233040	413	15	428	550	243	164	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233045	591	22	613	786	348	234	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233050	303	11	314	403	178	120	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233055	555	20	576	739	327	220	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233060	481	18	499	640	283	190	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233065	290	11	300	386	171	115	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233070	402	15	417	535	237	159	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233075	518	19	537	689	305	205	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233080	359	13	372	477	211	142	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233085	142	5	147	188	83	56	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233090	691	25	716	920	407	274	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233095	634	23	657	844	373	251	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233100	333	12	345	442	196	132	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233105	300	11	310	398	176	118	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233110	197	7	204	262	116	78	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233115	173	6	179	230	102	68	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233120	380	14	394	506	224	151	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233125	437	16	453	581	257	173	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233130	348	13	361	464	205	138	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233135	638	23	662	849	376	253	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233140	1092	40	1132	1453	643	432	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233145	419	15	434	557	247	166	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233150	429	16	444	570	252	170	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233155	786	29	814	1045	463	311	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233160	519	19	538	690	305	205	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233165	508	18	526	676	299	201	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233170	476	17	493	633	280	188	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233175	542	20	561	720	319	214	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233180	705	26	730	938	415	279	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233185	637	23	660	847	375	252	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233190	468	17	485	623	276	185	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233195	986	36	1022	1312	581	390	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233200	974	35	1010	1296	574	386	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233205	710	26	736	945	418	281	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233210	1448	53	1501	1927	853	573	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233215	652	24	675	867	384	258	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233220	605	22	627	805	356	240	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233225	910	33	943	1210	536	360	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233230	925	34	958	1230	544	366	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233235	774	28	802	1030	456	306	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233240	799	29	828	1063	470	316	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233245	1820	66	1887	2422	1072	720	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233250	1866	68	1934	2482	1099	738	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233255	1215	44	1260	1617	716	481	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233260	1346	49	1395	1791	793	533	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233265	2532	92	2625	3369	1491	1002	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233270	908	33	941	1208	534	359	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233275	792	29	821	1054	466	313	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233280	813	30	842	1081	478	322	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233285	1764	64	1828	2346	1038	698	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233290	1356	49	1405	1803	798	536	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233295	1082	39	1121	1439	637	428	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233300	1525	56	1580	2029	898	603	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233305	756	28	783	1006	445	299	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233310	629	23	652	837	370	249	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233315	997	36	1033	1326	587	394	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233320	693	25	719	922	408	274	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233325	1254	46	1300	1669	739	496	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233330	1335	49	1384	1776	786	528	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233335	977	36	1013	1300	575	387	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233340	985	36	1021	1311	580	390	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233345	713	26	739	948	420	282	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233350	788	29	817	1049	464	312	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233355	1544	56	1600	2054	909	611	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233360	1062	39	1101	1413	626	420	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233365	767	28	794	1020	451	303	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233370	663	24	687	882	391	262	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233375	767	28	795	1021	452	304	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233380	1263	46	1309	1680	744	500	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233385	749	27	777	997	441	297	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233390	767	28	795	1021	452	304	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233395	789	29	818	1050	465	312	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233400	929	34	963	1235	547	367	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233405	532	19	551	707	313	210	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233410	893	33	926	1188	526	353	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233415	1371	50	1421	1824	807	543	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233420	593	22	615	789	349	235	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233425	1110	40	1150	1476	653	439	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233430	889	32	921	1182	523	352	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233435	1010	37	1047	1344	595	400	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233440	1038	38	1076	1381	611	411	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233445	839	31	869	1116	494	332	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233450	985	36	1021	1310	580	390	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233455	619	23	642	824	365	245	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233460	1209	44	1253	1608	712	478	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236	57779	2271	60050	78191	32961	23504	0	0	1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236005	2796	110	2906	3784	1595	1137	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236010	1257	49	1306	1701	717	511	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236015	2424	95	2519	3280	1383	986	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236020	1962	77	2039	2655	1119	798	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236025	1389	55	1444	1880	792	565	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236030	1572	62	1634	2128	897	640	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236035	683	27	710	925	390	278	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236040	1522	60	1582	2060	868	619	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236045	1106	43	1150	1497	631	450	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236050	2429	95	2525	3287	1386	988	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236055	1475	58	1533	1997	842	600	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236060	1647	65	1712	2229	940	670	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236065	1437	56	1493	1944	820	584	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236070	1478	58	1536	2000	843	601	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236075	1533	60	1593	2074	874	623	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236080	1652	65	1717	2235	942	672	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236085	1697	67	1763	2296	968	690	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236090	1339	53	1391	1812	764	545	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236095	1249	49	1298	1690	712	508	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236100	815	32	847	1103	465	332	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236105	1582	62	1644	2141	903	644	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236110	1625	64	1689	2199	927	661	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236115	2130	84	2213	2882	1215	866	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236120	2162	85	2247	2926	1234	880	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236125	1552	61	1613	2100	885	631	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236130	1695	67	1762	2294	967	690	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236135	861	34	895	1165	491	350	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236140	1644	65	1709	2225	938	669	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236145	1919	75	1994	2597	1095	781	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236150	1287	51	1338	1742	734	524	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236155	1138	45	1182	1539	649	463	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236160	1359	53	1412	1839	775	553	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236165	1746	69	1815	2363	996	710	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236170	871	34	905	1179	497	354	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236175	1722	68	1790	2331	983	701	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236180	1833	72	1905	2480	1045	745	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236185	1192	47	1239	1613	680	485	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239	61304	2373	63677	80600	34719	25537	0	0	1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239005	906	35	941	1191	513	377	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239010	1119	43	1163	1472	634	466	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239015	1644	64	1707	2161	931	685	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239020	1884	73	1957	2477	1067	785	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239025	916	35	951	1204	519	381	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239030	880	34	914	1157	498	367	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239035	863	33	897	1135	489	360	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239040	827	32	859	1087	468	344	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239045	577	22	599	758	327	240	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239050	929	36	965	1222	526	387	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239055	759	29	788	997	430	316	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239060	1303	50	1353	1713	738	543	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239065	900	35	935	1184	510	375	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239070	1782	69	1851	2343	1009	742	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239075	1812	70	1882	2383	1026	755	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239080	1595	62	1657	2098	904	665	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239085	1156	45	1201	1520	655	482	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239090	2195	85	2280	2886	1243	915	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239095	1547	60	1607	2034	876	644	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239100	780	30	811	1026	442	325	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239105	1837	71	1908	2415	1040	765	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239110	1021	40	1061	1343	579	426	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239115	1838	71	1909	2416	1041	765	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239120	1341	52	1393	1763	759	559	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239125	2076	80	2157	2730	1176	865	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239130	716	28	744	942	406	298	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239135	1527	59	1587	2008	865	636	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239140	2010	78	2088	2643	1139	837	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239145	1496	58	1554	1967	847	623	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239150	889	34	923	1168	503	370	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239155	1651	64	1715	2171	935	688	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239160	1734	67	1801	2280	982	722	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239165	946	37	983	1244	536	394	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239170	769	30	799	1012	436	321	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239175	1094	42	1136	1438	620	456	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239180	1074	42	1116	1413	608	448	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239185	673	26	699	885	381	280	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239190	1675	65	1739	2202	948	698	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239195	838	32	870	1102	474	349	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239200	1966	76	2043	2585	1114	819	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239205	1072	41	1114	1410	607	447	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239210	1288	50	1338	1693	729	537	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239215	885	34	919	1164	501	369	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239220	1088	42	1130	1431	616	453	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239225	991	38	1029	1303	561	413	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239230	611	24	635	803	346	255	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239235	682	26	708	897	386	284	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239240	1761	68	1830	2316	998	734	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239245	1377	53	1430	1810	780	574	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-13	490509	25164	515673	646199	262979	215612	0	0	6063	5521	0	0	0	0	0	0	0	0	334	0	0	0	0	0
LK-1303	75325	3012	78337	100032	43827	29141	0	0	1064	1248	0	0	0	0	0	0	0	0	45	0	0	0	0	0
LK-1303005	660	26	686	880	386	253	0	0	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303010	845	33	878	1126	494	323	0	0	12	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303015	551	22	572	734	322	211	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303020	897	35	932	1196	525	343	0	0	13	16	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303025	1097	43	1140	1462	642	420	0	0	16	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303030	1637	64	1702	2183	958	626	0	0	24	28	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303035	1006	40	1045	1341	589	385	0	0	15	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303040	1228	48	1276	1637	718	470	0	0	18	21	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303045	1805	71	1876	2406	1056	690	0	0	26	31	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303050	2631	103	2734	3507	1540	1006	0	0	38	46	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LK-1303055	1350	53	1403	1800	790	516	0	0	19	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303060	1269	50	1319	1692	743	485	0	0	18	22	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303065	1793	71	1864	2390	1049	686	0	0	26	31	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303070	1048	41	1089	1397	613	401	0	0	15	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303075	2018	79	2097	2690	1181	772	0	0	29	35	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303080	1047	41	1088	1395	612	400	0	0	15	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303085	844	33	877	1126	494	323	0	0	12	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303090	838	33	871	1118	491	321	0	0	12	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303095	1240	49	1288	1652	725	474	0	0	18	21	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303100	1500	59	1559	1999	878	574	0	0	22	26	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303105	637	29	666	820	353	270	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303110	605	27	632	778	335	256	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303115	1503	68	1571	1933	833	636	0	0	17	16	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303120	916	42	958	1178	508	388	0	0	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303125	800	31	832	1067	468	306	0	0	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303130	569	22	592	759	333	218	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303135	1237	49	1285	1649	724	473	0	0	18	21	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303140	1063	42	1105	1417	622	407	0	0	15	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LK-1303145	1464	58	1521	1951	856	560	0	0	21	25	0	0	0	0	0	0	0	0	1	0	0	0	0	0
