entity_id	valid	rejected	polled	electors	PA	UNP	Ind 2	SMBP	Ind 1	SLPF
LK-1121200	2578	50	2628	3812	1799	734	6	24	9	6
LK-1121205	1335	26	1361	1975	932	380	3	12	5	3
LK-1124	48945	762	49707	71213	31646	16331	118	521	232	97
LK-1124005	5427	84	5512	7897	3509	1811	13	58	26	11
LK-1124010	3178	49	3227	4623	2055	1060	8	34	15	6
LK-1124015	3062	48	3110	4455	1980	1022	7	33	15	6
LK-1124020	1629	25	1655	2370	1053	544	4	17	8	3
LK-1124025	2174	34	2208	3163	1406	725	5	23	10	4
LK-1124030	1842	29	1870	2679	1191	614	4	20	9	4
LK-1124035	2589	40	2629	3767	1674	864	6	28	12	5
LK-1124040	1529	24	1553	2225	989	510	4	16	7	3
LK-1124045	2690	42	2732	3914	1739	898	6	29	13	5
LK-1124050	1807	28	1836	2630	1169	603	4	19	9	4
LK-1124055	1649	26	1674	2399	1066	550	4	18	8	3
LK-1124060	2405	37	2442	3499	1555	802	6	26	11	5
LK-1124065	2483	39	2522	3613	1605	828	6	26	12	5
LK-1124070	2553	40	2593	3714	1651	852	6	27	12	5
LK-1124075	2471	38	2509	3595	1598	824	6	26	12	5
LK-1124080	1527	24	1550	2221	987	509	4	16	7	3
LK-1124085	2697	42	2739	3924	1744	900	7	29	13	5
LK-1124090	2428	38	2466	3533	1570	810	6	26	12	5
LK-1124095	3314	52	3366	4822	2143	1106	8	35	16	7
LK-1124100	1491	23	1514	2170	964	498	4	16	7	3
LK-1127	95259	1920	97179	145971	59033	34525	279	788	486	148
LK-1127005	2863	56	2919	4529	1758	1050	8	22	22	2
LK-1127010	3210	63	3273	5079	1971	1177	9	25	25	3
LK-1127015	3791	68	3859	5713	2289	1446	11	26	14	6
LK-1127020	2672	48	2720	4027	1613	1019	7	18	10	4
LK-1127025	4065	73	4137	6125	2454	1550	11	28	15	7
LK-1127030	7149	128	7276	10772	4316	2726	20	49	26	12
LK-1127035	6669	119	6789	10050	4027	2544	19	46	24	11
LK-1127040	8195	147	8342	12350	4948	3126	23	56	29	14
LK-1127045	1970	35	2006	2969	1190	751	5	13	7	3
LK-1127050	2607	59	2666	3975	1663	892	8	26	13	5
LK-1127055	4480	101	4581	6830	2858	1533	14	45	22	9
LK-1127060	5084	115	5199	7752	3243	1740	16	51	25	10
LK-1127065	3135	62	3197	4961	1925	1150	9	24	24	3
LK-1127070	3157	62	3220	4996	1939	1158	9	24	24	3
LK-1127075	8119	183	8302	12379	5179	2779	25	81	39	16
LK-1127080	7160	161	7321	10917	4567	2451	22	71	35	14
LK-1127085	6347	125	6473	10043	3898	2328	18	49	49	5
LK-1127090	4619	91	4710	7308	2837	1694	13	35	36	4
LK-1127095	4995	113	5108	7617	3186	1710	15	50	24	10
LK-1127100	4970	112	5082	7579	3171	1701	15	50	24	10
LK-1130	37470	614	38084	55301	23977	12783	111	326	195	78
LK-1130005	2682	44	2726	3958	1716	915	8	23	14	6
LK-1130010	2668	44	2712	3937	1707	910	8	23	14	6
LK-1130015	2024	33	2057	2988	1295	691	6	18	11	4
LK-1130020	2306	38	2344	3403	1476	787	7	20	12	5
LK-1130025	2324	38	2362	3430	1487	793	7	20	12	5
LK-1130030	2623	43	2666	3871	1679	895	8	23	14	5
LK-1130035	2389	39	2428	3525	1528	815	7	21	12	5
LK-1130040	2183	36	2219	3223	1397	745	6	19	11	5
LK-1130045	2850	47	2897	4207	1824	972	8	25	15	6
LK-1130050	2491	41	2532	3676	1594	850	7	22	13	5
LK-1130055	3815	63	3878	5631	2441	1302	11	33	20	8
LK-1130060	1492	24	1517	2202	955	509	4	13	8	3
LK-1130065	1842	30	1872	2719	1179	629	5	16	10	4
LK-1130070	2373	39	2411	3502	1518	809	7	21	12	5
LK-1130075	3408	56	3464	5030	2181	1163	10	30	18	7
LK-1131	41519	887	42406	59749	28666	12275	83	273	151	71
LK-1131005	3640	78	3718	5238	2513	1076	7	24	13	6
LK-1131010	2880	62	2941	4144	1988	851	6	19	10	5
LK-1131015	2744	59	2802	3948	1894	811	5	18	10	5
LK-1131020	2003	43	2046	2883	1383	592	4	13	7	3
LK-1131025	5289	113	5402	7611	3652	1564	11	35	19	9
LK-1131030	3849	82	3931	5539	2658	1138	8	25	14	7
LK-1131035	3340	71	3411	4807	2306	987	7	22	12	6
LK-1131040	2181	47	2228	3139	1506	645	4	14	8	4
LK-1131045	3297	70	3368	4745	2277	975	7	22	12	6
LK-1131050	2801	60	2861	4031	1934	828	6	18	10	5
LK-1131055	2494	53	2547	3588	1722	737	5	16	9	4
LK-1131060	2854	61	2915	4106	1970	844	6	19	10	5
LK-1131065	4148	89	4236	5969	2864	1226	8	27	15	7
LK-1133	70655	988	71643	97831	45403	24493	127	280	234	118
LK-1133005	1764	25	1789	2442	1133	611	3	7	6	3
LK-1133010	2017	28	2046	2793	1296	699	4	8	7	3
LK-1133015	1217	17	1234	1685	782	422	2	5	4	2
LK-1133020	1138	16	1154	1576	731	395	2	5	4	2
LK-1133025	1154	16	1170	1598	741	400	2	5	4	2
LK-1133030	2261	32	2293	3131	1453	784	4	9	7	4
LK-1133035	2485	35	2520	3440	1597	861	4	10	8	4
LK-1133040	1644	23	1667	2277	1057	570	3	7	5	3
LK-1133045	1881	26	1908	2605	1209	652	3	7	6	3
LK-1133050	1280	18	1298	1773	823	444	2	5	4	2
LK-1133055	1399	20	1419	1938	899	485	3	6	5	2
LK-1133060	1874	26	1900	2595	1204	650	3	7	6	3
LK-1133065	1588	22	1611	2199	1021	551	3	6	5	3
LK-1133070	900	13	913	1246	578	312	2	4	3	2
LK-1133075	1693	24	1717	2345	1088	587	3	7	6	3
LK-1133080	2259	32	2290	3128	1452	783	4	9	7	4
LK-1133085	1341	19	1360	1857	862	465	2	5	4	2
LK-1133090	4449	62	4511	6160	2859	1542	8	18	15	7
LK-1133095	3144	44	3187	4353	2020	1090	6	12	10	5
LK-1133100	1367	19	1386	1892	878	474	2	5	5	2
LK-1133105	1488	21	1509	2060	956	516	3	6	5	2
LK-1133110	1417	20	1437	1962	911	491	3	6	5	2
LK-1133115	1187	17	1203	1643	762	411	2	5	4	2
LK-1133120	913	13	926	1264	587	316	2	4	3	2
LK-1133125	1899	27	1926	2630	1221	658	3	8	6	3
LK-1133130	1863	26	1889	2579	1197	646	3	7	6	3
LK-1133135	1618	23	1641	2241	1040	561	3	6	5	3
LK-1133140	1524	21	1545	2110	979	528	3	6	5	3
LK-1133145	1544	22	1566	2138	992	535	3	6	5	3
LK-1133150	1969	28	1996	2726	1265	682	4	8	7	3
LK-1133155	1508	21	1529	2088	969	523	3	6	5	3
LK-1133160	939	13	952	1300	603	325	2	4	3	2
LK-1133165	1005	14	1019	1392	646	348	2	4	3	2
LK-1133170	2392	33	2425	3311	1537	829	4	9	8	4
LK-1133175	920	13	933	1274	591	319	2	4	3	2
LK-1133180	1483	21	1503	2053	953	514	3	6	5	2
LK-1133185	1504	21	1525	2082	966	521	3	6	5	3
LK-1133190	1491	21	1512	2064	958	517	3	6	5	2
LK-1133195	1847	26	1873	2557	1187	640	3	7	6	3
LK-1133200	1933	27	1960	2676	1242	670	3	8	6	3
LK-1133205	1205	17	1221	1668	774	418	2	5	4	2
LK-1133210	2151	30	2181	2978	1382	746	4	9	7	4
LK-1136	77578	1159	78737	110948	54327	22130	210	464	268	179
LK-1136005	1594	24	1618	2280	1116	455	4	10	6	4
LK-1136010	558	8	567	799	391	159	2	3	2	1
LK-1136015	736	11	747	1053	516	210	2	4	3	2
LK-1136020	832	12	845	1190	583	237	2	5	3	2
LK-1136025	1080	16	1096	1544	756	308	3	6	4	2
LK-1136030	1413	21	1434	2021	989	403	4	8	5	3
LK-1136035	470	7	477	672	329	134	1	3	2	1
LK-1136040	1508	23	1531	2157	1056	430	4	9	5	3
LK-1136045	1047	16	1063	1498	733	299	3	6	4	2
LK-1136050	1532	23	1555	2191	1073	437	4	9	5	4
LK-1136055	893	13	906	1277	625	255	2	5	3	2
LK-1136060	625	9	635	894	438	178	2	4	2	1
LK-1136065	1646	25	1671	2354	1153	470	4	10	6	4
LK-1136070	1062	16	1078	1519	744	303	3	6	4	2
LK-1136075	1170	17	1187	1673	819	334	3	7	4	3
LK-1136080	647	10	657	925	453	185	2	4	2	1
LK-1136085	1649	25	1674	2358	1155	470	4	10	6	4
LK-1136090	471	7	478	674	330	134	1	3	2	1
LK-1136095	1087	16	1103	1554	761	310	3	6	4	3
LK-1136100	2070	31	2101	2961	1450	591	6	12	7	5
LK-1136105	1383	21	1404	1978	969	395	4	8	5	3
LK-1136110	804	12	816	1150	563	229	2	5	3	2
LK-1136115	1721	26	1747	2461	1205	491	5	10	6	4
LK-1136120	877	13	890	1255	614	250	2	5	3	2
LK-1136125	694	10	704	993	486	198	2	4	2	2
LK-1136130	1276	19	1295	1824	893	364	3	8	4	3
LK-1136135	1488	22	1510	2128	1042	424	4	9	5	3
LK-1136140	1741	26	1767	2490	1219	497	5	10	6	4
LK-1136145	965	14	979	1380	676	275	3	6	3	2
LK-1136150	962	14	977	1376	674	275	3	6	3	2
LK-1136155	1149	17	1166	1644	805	328	3	7	4	3
LK-1136160	1045	16	1060	1494	732	298	3	6	4	2
LK-1136165	1277	19	1296	1826	894	364	3	8	4	3
LK-1136170	1566	23	1589	2239	1096	447	4	9	5	4
LK-1136175	840	13	852	1201	588	240	2	5	3	2
LK-1136180	853	13	866	1220	597	243	2	5	3	2
LK-1136185	1484	22	1506	2122	1039	423	4	9	5	3
LK-1136190	1030	15	1046	1474	722	294	3	6	4	2
LK-1136195	553	8	562	791	387	158	1	3	2	1
LK-1136200	1071	16	1087	1531	750	305	3	6	4	2
LK-1136205	873	13	886	1249	612	249	2	5	3	2
LK-1136210	645	10	655	923	452	184	2	4	2	1
LK-1136215	729	11	739	1042	510	208	2	4	3	2
LK-1136220	966	14	981	1382	677	276	3	6	3	2
LK-1136225	655	10	665	937	459	187	2	4	2	2
LK-1136230	1149	17	1166	1644	805	328	3	7	4	3
LK-1136235	879	13	892	1257	616	251	2	5	3	2
LK-1136240	439	7	445	628	307	125	1	3	2	1
LK-1136245	1358	20	1379	1943	951	387	4	8	5	3
LK-1136250	1850	28	1877	2645	1295	528	5	11	6	4
LK-1136255	1354	20	1374	1936	948	386	4	8	5	3
LK-1136260	639	10	648	913	447	182	2	4	2	1
LK-1136265	595	9	604	851	416	170	2	4	2	1
LK-1136270	1114	17	1131	1593	780	318	3	7	4	3
LK-1136275	1246	19	1265	1782	873	355	3	7	4	3
LK-1136280	1565	23	1588	2238	1096	446	4	9	5	4
LK-1136285	1998	30	2028	2857	1399	570	5	12	7	5
LK-1136290	2097	31	2128	2999	1468	598	6	13	7	5
LK-1136295	1202	18	1220	1719	842	343	3	7	4	3
LK-1136300	659	10	669	943	462	188	2	4	2	2
LK-1136305	482	7	489	689	338	138	1	3	2	1
LK-1136310	1318	20	1337	1884	923	376	4	8	5	3
LK-1136315	1403	21	1424	2006	982	400	4	8	5	3
LK-1136320	695	10	705	994	486	198	2	4	2	2
LK-1136325	1736	26	1762	2482	1216	495	5	10	6	4
LK-1136330	507	8	515	726	355	145	1	3	2	1
LK-1136335	411	6	417	588	288	117	1	2	1	1
LK-1136340	489	7	496	699	342	139	1	3	2	1
LK-1136345	469	7	476	670	328	134	1	3	2	1
LK-1136350	1007	15	1022	1441	705	287	3	6	3	2
LK-1136355	740	11	751	1058	518	211	2	4	3	2
LK-1136360	402	6	408	575	281	115	1	2	1	1
LK-1136365	1039	16	1054	1485	727	296	3	6	4	2
LK-12	827176	12662	839838	1140808	534477	281761	2999	3504	2660	1775
LK-1203	54348	761	55109	80589	31648	22131	184	133	172	80
LK-1203005	1692	24	1716	2509	985	689	6	4	5	2
LK-1203010	1423	20	1443	2110	829	580	5	3	5	2
LK-1203015	1062	15	1077	1575	618	432	4	3	3	2
LK-1203020	1496	21	1517	2219	871	609	5	4	5	2
LK-1203025	1883	26	1910	2792	1097	767	6	5	6	3
LK-1203030	1921	27	1948	2849	1119	782	7	5	6	3
LK-1203035	1351	19	1370	2004	787	550	5	3	4	2
LK-1203040	2095	29	2124	3106	1220	853	7	5	7	3
LK-1203045	1882	26	1908	2790	1096	766	6	5	6	3
LK-1203050	2526	35	2561	3745	1471	1028	9	6	8	4
LK-1203055	1379	19	1398	2045	803	561	5	3	4	2
LK-1203060	1146	16	1162	1699	667	467	4	3	4	2
LK-1203065	1498	21	1519	2221	872	610	5	4	5	2
LK-1203070	1282	18	1300	1901	747	522	4	3	4	2
LK-1203075	1502	21	1523	2227	875	612	5	4	5	2
LK-1203080	1149	16	1165	1704	669	468	4	3	4	2
LK-1203085	1195	17	1212	1772	696	487	4	3	4	2
LK-1203090	2318	32	2350	3437	1350	944	8	6	7	3
LK-1203095	1401	20	1420	2077	816	570	5	3	4	2
LK-1203100	1540	22	1561	2283	897	627	5	4	5	2
LK-1203105	1039	15	1054	1541	605	423	4	3	3	2
LK-1203110	1091	15	1106	1617	635	444	4	3	3	2
LK-1203115	1121	16	1137	1662	653	457	4	3	4	2
LK-1203120	1127	16	1143	1671	656	459	4	3	4	2
LK-1203125	941	13	954	1395	548	383	3	2	3	1
LK-1203130	1138	16	1153	1687	662	463	4	3	4	2
LK-1203135	787	11	798	1167	458	320	3	2	2	1
LK-1203140	2584	36	2620	3831	1505	1052	9	6	8	4
LK-1203145	946	13	960	1403	551	385	3	2	3	1
LK-1203150	2085	29	2114	3092	1214	849	7	5	7	3
LK-1203155	1533	21	1554	2273	893	624	5	4	5	2
LK-1203160	1002	14	1016	1486	583	408	3	2	3	1
LK-1203165	1320	18	1338	1957	769	537	4	3	4	2
LK-1203170	1004	14	1018	1488	584	409	3	2	3	1
LK-1203175	1233	17	1250	1829	718	502	4	3	4	2
LK-1203180	1426	20	1446	2114	830	581	5	3	5	2
LK-1203185	783	11	794	1162	456	319	3	2	2	1
LK-1203190	720	10	730	1068	419	293	2	2	2	1
LK-1203195	729	10	739	1081	425	297	2	2	2	1
LK-1206	68303	864	69167	92027	42916	24637	251	184	187	128
LK-1206005	397	5	402	535	250	143	1	1	1	1
LK-1206010	497	6	503	670	312	179	2	1	1	1
LK-1206015	499	6	506	673	314	180	2	1	1	1
LK-1206020	846	11	857	1140	532	305	3	2	2	2
LK-1206025	771	10	781	1039	485	278	3	2	2	1
LK-1206030	761	10	771	1026	478	275	3	2	2	1
LK-1206035	583	7	591	786	367	210	2	2	2	1
LK-1206040	896	11	907	1207	563	323	3	2	2	2
LK-1206045	511	6	518	689	321	184	2	1	1	1
LK-1206050	889	11	900	1198	558	321	3	2	2	2
LK-1206055	308	4	312	415	194	111	1	1	1	1
LK-1206060	529	7	536	713	333	191	2	1	1	1
LK-1206065	1305	17	1321	1758	820	471	5	4	4	2
LK-1206070	520	7	527	701	327	188	2	1	1	1
LK-1206075	288	4	291	388	181	104	1	1	1	1
LK-1206080	1244	16	1260	1676	782	449	5	3	3	2
LK-1206085	1054	13	1067	1420	662	380	4	3	3	2
LK-1206090	810	10	820	1091	509	292	3	2	2	2
LK-1206095	932	12	944	1256	586	336	3	3	3	2
LK-1206100	1629	21	1649	2195	1023	588	6	4	4	3
LK-1206105	1077	14	1091	1451	677	389	4	3	3	2
LK-1206110	753	10	763	1015	473	272	3	2	2	1
LK-1206115	1314	17	1331	1771	826	474	5	4	4	2
LK-1206120	681	9	689	917	428	246	3	2	2	1
LK-1206125	583	7	591	786	367	210	2	2	2	1
LK-1206130	725	9	734	976	455	261	3	2	2	1
LK-1206135	637	8	645	859	400	230	2	2	2	1
LK-1206140	1598	20	1618	2153	1004	576	6	4	4	3
LK-1206145	2031	26	2056	2736	1276	732	7	5	6	4
LK-1206150	942	12	954	1269	592	340	3	3	3	2
LK-1206155	761	10	770	1025	478	274	3	2	2	1
LK-1206160	500	6	507	674	314	181	2	1	1	1
LK-1206165	992	13	1005	1337	623	358	4	3	3	2
LK-1206170	1061	13	1075	1430	667	383	4	3	3	2
LK-1206175	1906	24	1930	2568	1198	688	7	5	5	4
LK-1206180	571	7	578	769	359	206	2	2	2	1
LK-1206185	1051	13	1065	1417	661	379	4	3	3	2
LK-1206190	1073	14	1086	1446	674	387	4	3	3	2
LK-1206195	1351	17	1368	1820	849	487	5	4	4	3
LK-1206200	1975	25	2000	2661	1241	712	7	5	5	4
LK-1206205	793	10	803	1069	498	286	3	2	2	1
LK-1206210	911	12	922	1227	572	329	3	2	2	2
LK-1206215	784	10	794	1056	493	283	3	2	2	1
LK-1206220	527	7	533	709	331	190	2	1	1	1
LK-1206225	632	8	640	851	397	228	2	2	2	1
LK-1206230	1666	21	1687	2244	1047	601	6	4	5	3
LK-1206235	976	12	988	1315	613	352	4	3	3	2
LK-1206240	786	10	796	1059	494	284	3	2	2	1
LK-1206245	741	9	750	998	465	267	3	2	2	1
LK-1206250	510	6	517	688	321	184	2	1	1	1
LK-1206255	1712	22	1734	2307	1076	618	6	5	5	3
LK-1206260	1400	18	1418	1887	880	505	5	4	4	3
LK-1206265	2479	31	2510	3339	1557	894	9	7	7	5
LK-1206270	428	5	434	577	269	155	2	1	1	1
LK-1206275	646	8	654	870	406	233	2	2	2	1
LK-1206280	569	7	576	767	358	205	2	2	2	1
LK-1206285	716	9	725	964	450	258	3	2	2	1
LK-1206290	714	9	723	961	448	257	3	2	2	1
LK-1206295	613	8	621	826	385	221	2	2	2	1
LK-1206300	500	6	506	674	314	180	2	1	1	1
LK-1206305	354	4	359	478	223	128	1	1	1	1
LK-1206310	550	7	557	741	345	198	2	1	2	1
LK-1206315	531	7	537	715	333	191	2	1	1	1
LK-1206320	741	9	751	999	466	267	3	2	2	1
LK-1206325	928	12	940	1250	583	335	3	3	3	2
LK-1206330	1512	19	1532	2038	950	546	6	4	4	3
LK-1206335	883	11	894	1189	555	318	3	2	2	2
LK-1206340	697	9	706	939	438	252	3	2	2	1
LK-1206345	556	7	563	749	349	201	2	1	2	1
LK-1206350	1198	15	1213	1614	753	432	4	3	3	2
LK-1206355	485	6	492	654	305	175	2	1	1	1
LK-1206360	889	11	900	1198	558	321	3	2	2	2
LK-1206365	718	9	728	968	451	259	3	2	2	1
LK-1206370	781	10	791	1053	491	282	3	2	2	1
LK-1206375	536	7	543	723	337	194	2	1	1	1
LK-1206380	510	6	517	688	321	184	2	1	1	1
LK-1206385	345	4	349	465	217	124	1	1	1	1
LK-1206390	433	5	438	583	272	156	2	1	1	1
LK-1206395	697	9	706	939	438	251	3	2	2	1
LK-1209	59637	832	60469	77104	35220	23749	235	169	149	115
LK-1209005	599	8	607	774	354	238	2	2	1	1
LK-1209010	516	7	523	667	305	205	2	1	1	1
LK-1209015	289	4	293	373	171	115	1	1	1	1
LK-1209020	389	5	395	503	230	155	2	1	1	1
LK-1209025	363	5	368	469	214	144	1	1	1	1
LK-1209030	567	8	575	733	335	226	2	2	1	1
LK-1209035	191	3	193	247	113	76	1	1	0	0
LK-1209040	518	7	526	670	306	206	2	1	1	1
LK-1209045	229	3	233	297	136	91	1	1	1	0
LK-1209050	164	2	167	212	97	65	1	0	0	0
LK-1209055	714	10	724	923	421	284	3	2	2	1
LK-1209060	511	7	518	661	302	204	2	1	1	1
LK-1209065	473	7	480	612	280	189	2	1	1	1
LK-1209070	394	5	399	509	233	157	2	1	1	1
LK-1209075	529	7	537	685	313	211	2	2	1	1
LK-1209080	298	4	302	385	176	118	1	1	1	1
LK-1209085	467	7	473	603	276	186	2	1	1	1
LK-1209090	458	6	464	592	270	182	2	1	1	1
LK-1209095	418	6	424	541	247	167	2	1	1	1
LK-1209100	437	6	443	565	258	174	2	1	1	1
LK-1209105	349	5	354	451	206	139	1	1	1	1
LK-1209110	719	10	729	929	425	286	3	2	2	1
LK-1209115	523	7	530	676	309	208	2	1	1	1
LK-1209120	692	10	701	894	408	275	3	2	2	1
LK-1209125	916	13	929	1184	541	365	4	3	2	2
LK-1209130	585	8	593	757	346	233	2	2	1	1
LK-1209135	360	5	365	465	213	143	1	1	1	1
LK-1209140	614	9	622	793	362	244	2	2	2	1
LK-1209145	592	8	600	766	350	236	2	2	1	1
LK-1209150	684	10	693	884	404	272	3	2	2	1
LK-1209155	381	5	387	493	225	152	2	1	1	1
LK-1209160	416	6	422	538	246	166	2	1	1	1
LK-1209165	405	6	411	524	239	161	2	1	1	1
LK-1209170	326	5	331	422	193	130	1	1	1	1
LK-1209175	586	8	595	758	346	234	2	2	1	1
LK-1209180	407	6	413	527	241	162	2	1	1	1
LK-1209185	334	5	339	432	197	133	1	1	1	1
LK-1209190	364	5	369	471	215	145	1	1	1	1
LK-1209195	260	4	264	337	154	104	1	1	1	1
LK-1209200	440	6	446	568	260	175	2	1	1	1
LK-1209205	679	9	689	878	401	271	3	2	2	1
LK-1209210	766	11	776	990	452	305	3	2	2	1
LK-1209215	253	4	257	328	150	101	1	1	1	0
LK-1209220	541	8	549	700	320	216	2	2	1	1
LK-1209225	362	5	367	468	214	144	1	1	1	1
LK-1209230	401	6	406	518	237	160	2	1	1	1
LK-1209235	353	5	358	456	208	141	1	1	1	1
LK-1209240	324	5	328	419	191	129	1	1	1	1
LK-1209245	149	2	151	193	88	59	1	0	0	0
LK-1209250	375	5	380	485	222	149	1	1	1	1
LK-1209255	433	6	439	560	256	172	2	1	1	1
LK-1209260	301	4	305	390	178	120	1	1	1	1
LK-1209265	341	5	346	441	202	136	1	1	1	1
LK-1209270	646	9	655	835	381	257	3	2	2	1
LK-1209275	565	8	573	730	334	225	2	2	1	1
LK-1209280	399	6	404	515	235	159	2	1	1	1
LK-1209285	627	9	636	810	370	250	2	2	2	1
LK-1209290	394	5	400	510	233	157	2	1	1	1
LK-1209295	807	11	818	1044	477	321	3	2	2	2
LK-1209300	298	4	302	385	176	119	1	1	1	1
LK-1209305	766	11	777	991	453	305	3	2	2	1
LK-1209310	365	5	370	472	215	145	1	1	1	1
LK-1209315	961	13	974	1242	567	383	4	3	2	2
LK-1209320	555	8	563	718	328	221	2	2	1	1
LK-1209325	645	9	654	833	381	257	3	2	2	1
LK-1209330	579	8	587	748	342	230	2	2	1	1
LK-1209335	263	4	267	340	155	105	1	1	1	1
LK-1209340	432	6	438	558	255	172	2	1	1	1
LK-1209345	397	6	403	514	235	158	2	1	1	1
LK-1209350	686	10	696	887	405	273	3	2	2	1
LK-1209355	736	10	747	952	435	293	3	2	2	1
LK-1209360	425	6	431	550	251	169	2	1	1	1
LK-1209365	592	8	600	765	350	236	2	2	1	1
LK-1209370	760	11	771	983	449	303	3	2	2	1
LK-1209375	325	5	329	420	192	129	1	1	1	1
LK-1209380	468	7	475	606	277	187	2	1	1	1
LK-1209385	791	11	802	1022	467	315	3	2	2	2
LK-1209390	473	7	479	611	279	188	2	1	1	1
LK-1209395	341	5	346	441	202	136	1	1	1	1
LK-1209400	414	6	420	535	244	165	2	1	1	1
LK-1209405	236	3	240	306	140	94	1	1	1	0
LK-1209410	230	3	233	297	136	92	1	1	1	0
LK-1209415	1056	15	1071	1365	624	421	4	3	3	2
LK-1209420	437	6	444	566	258	174	2	1	1	1
LK-1209425	364	5	369	471	215	145	1	1	1	1
LK-1209430	343	5	347	443	202	136	1	1	1	1
LK-1209435	481	7	487	622	284	191	2	1	1	1
LK-1209440	414	6	420	536	245	165	2	1	1	1
LK-1209445	417	6	423	539	246	166	2	1	1	1
LK-1209450	256	4	260	331	151	102	1	1	1	0
LK-1209455	503	7	510	650	297	200	2	1	1	1
LK-1209460	386	5	391	499	228	154	2	1	1	1
LK-1209465	164	2	167	212	97	65	1	0	0	0
LK-1209470	201	3	204	260	119	80	1	1	1	0
LK-1209475	376	5	381	486	222	150	1	1	1	1
LK-1209480	156	2	158	202	92	62	1	0	0	0
LK-1209485	366	5	372	474	216	146	1	1	1	1
LK-1209490	362	5	367	468	214	144	1	1	1	1
LK-1209495	503	7	511	651	297	201	2	1	1	1
LK-1209500	936	13	949	1210	553	373	4	3	2	2
LK-1209505	286	4	290	369	169	114	1	1	1	1
LK-1209510	497	7	504	643	294	198	2	1	1	1
LK-1209515	708	10	718	915	418	282	3	2	2	1
LK-1209520	570	8	577	736	336	227	2	2	1	1
LK-1209525	597	8	606	772	353	238	2	2	1	1
LK-1209530	573	8	581	741	339	228	2	2	1	1
LK-1209535	1049	15	1064	1356	620	418	4	3	3	2
LK-1209540	312	4	316	403	184	124	1	1	1	1
LK-1209545	325	5	330	420	192	130	1	1	1	1
LK-1209550	707	10	716	913	417	281	3	2	2	1
LK-1209555	433	6	439	559	255	172	2	1	1	1
LK-1209560	340	5	345	440	201	135	1	1	1	1
LK-1209565	837	12	849	1082	494	333	3	2	2	2
LK-1209570	374	5	380	484	221	149	1	1	1	1
LK-1209575	473	7	479	611	279	188	2	1	1	1
LK-1209580	481	7	488	622	284	192	2	1	1	1
LK-1209585	329	5	334	426	194	131	1	1	1	1
LK-1209590	632	9	641	817	373	252	2	2	2	1
LK-1209595	1281	18	1299	1657	757	510	5	4	3	2
LK-1209600	322	4	326	416	190	128	1	1	1	1
LK-1209605	418	6	424	541	247	166	2	1	1	1
LK-1209610	895	12	907	1157	528	356	4	3	2	2
LK-1209615	543	8	551	702	321	216	2	2	1	1
LK-1212	63821	1446	65267	89455	40288	22585	248	270	208	222
LK-1212005	1243	28	1271	1743	785	440	5	5	4	4
LK-1212010	653	15	667	915	412	231	3	3	2	2
LK-1212015	769	17	786	1077	485	272	3	3	3	3
LK-1212020	300	7	307	420	189	106	1	1	1	1
LK-1212025	332	8	339	465	209	117	1	1	1	1
LK-1212030	376	9	384	527	237	133	1	2	1	1
LK-1212035	348	8	356	488	220	123	1	1	1	1
LK-1212040	336	8	343	471	212	119	1	1	1	1
LK-1212045	518	12	530	726	327	183	2	2	2	2
LK-1212050	357	8	365	500	225	126	1	2	1	1
LK-1212055	487	11	498	682	307	172	2	2	2	2
LK-1212060	584	13	597	819	369	207	2	2	2	2
LK-1212065	504	11	515	706	318	178	2	2	2	2
LK-1212070	722	16	739	1013	456	256	3	3	2	3
LK-1212075	405	9	414	568	256	143	2	2	1	1
LK-1212080	273	6	279	382	172	96	1	1	1	1
LK-1212085	503	11	514	704	317	178	2	2	2	2
LK-1212090	497	11	508	696	314	176	2	2	2	2
LK-1212095	347	8	355	486	219	123	1	1	1	1
LK-1212100	481	11	492	674	304	170	2	2	2	2
LK-1212105	473	11	484	664	299	168	2	2	2	2
LK-1212110	896	20	916	1256	566	317	3	4	3	3
LK-1212115	651	15	666	913	411	231	3	3	2	2
LK-1212120	525	12	537	736	331	186	2	2	2	2
LK-1212125	415	9	425	582	262	147	2	2	1	1
LK-1212130	399	9	408	559	252	141	2	2	1	1
LK-1212135	377	9	386	529	238	134	1	2	1	1
LK-1212140	332	8	339	465	209	117	1	1	1	1
LK-1212145	669	15	684	938	423	237	3	3	2	2
LK-1212150	194	4	198	271	122	68	1	1	1	1
LK-1212155	287	7	293	402	181	102	1	1	1	1
LK-1212160	334	8	341	468	211	118	1	1	1	1
LK-1212165	187	4	191	262	118	66	1	1	1	1
LK-1212170	276	6	283	388	175	98	1	1	1	1
LK-1212175	396	9	405	555	250	140	2	2	1	1
LK-1212180	235	5	240	329	148	83	1	1	1	1
LK-1212185	336	8	343	471	212	119	1	1	1	1
LK-1212190	239	5	245	335	151	85	1	1	1	1
LK-1212195	192	4	196	269	121	68	1	1	1	1
LK-1212200	240	5	246	337	152	85	1	1	1	1
LK-1212205	466	11	477	653	294	165	2	2	2	2
LK-1212210	464	11	474	650	293	164	2	2	2	2
LK-1212215	323	7	331	453	204	114	1	1	1	1
LK-1212220	203	5	208	285	128	72	1	1	1	1
LK-1212225	419	9	429	588	265	148	2	2	1	1
LK-1212230	389	9	397	545	245	138	2	2	1	1
LK-1212235	385	9	394	540	243	136	1	2	1	1
